user,pred_ns,ground_truth_x,common_items,pred_no_ns,items_in_ns_not_in_noNs,items_in_noNs_not_in_ns,ns_higher_ranked,noNs_higher_ranked
577,"[2810, 3690, 2097, 3062, 4413, 2916, 423, 1346, 1928, 528]","[184, 1354, 167, 2792]",[],"[168, 185, 218, 966, 184, 1049, 420, 228, 1629, 1393, 1391, 164, 572, 1390, 443, 586, 901, 172, 1937, 1684]","[1346, 2916, 423, 1928, 3690, 528, 2097, 3062, 2810, 4413]","[901, 1937, 1684, 1049, 420, 164, 168, 172, 184, 185, 443, 572, 966, 586, 218, 1629, 228, 1390, 1391, 1393]",[],[]
1289,"[2583, 882, 3244, 1348, 2223, 3322, 3887, 1321, 1054, 3086]","[2359, 970, 663, 370, 560, 1596, 649]",[],"[800, 649, 663, 561, 707, 2034, 1864, 1360, 1117, 1014, 22, 5, 1111, 370, 321, 641, 550, 2303, 391, 90]","[1348, 1321, 3244, 3086, 2223, 3887, 882, 2583, 3322, 1054]","[641, 5, 391, 649, 22, 663, 800, 550, 561, 321, 707, 1864, 1360, 1111, 90, 1117, 2034, 370, 1014, 2303]",[],[]
1277,"[4231, 4412, 566, 4284, 2006, 3906, 1986, 3934, 3886, 4338]","[899, 335]",[],"[181, 672, 963, 180, 341, 587, 959, 957, 952, 1628, 498, 1340, 1345, 272, 218, 1056, 330, 582, 489, 167]","[1986, 3906, 4231, 3886, 4338, 4284, 2006, 566, 4412, 3934]","[272, 1056, 672, 167, 180, 181, 952, 1340, 957, 959, 1345, 963, 582, 330, 587, 341, 218, 1628, 489, 498]",[],[]
855,"[2956, 2035, 1649, 3499, 3164, 2300, 3397, 841, 2912, 2256]","[762, 38, 478, 4205, 1728, 1727, 813, 1739]",[],"[478, 1727, 813, 1282, 1728, 3390, 4118, 1199, 4217, 4230, 465, 1733, 38, 4215, 1739, 3575, 1682, 3793, 3578, 3469]","[2912, 3397, 841, 3499, 2956, 3164, 2256, 1649, 2035, 2300]","[1282, 4230, 3469, 1682, 4118, 38, 813, 1199, 3390, 1727, 1728, 1733, 1739, 465, 3793, 4215, 478, 3575, 4217, 3578]",[],[]
322,"[728, 1913, 1822, 3965, 148, 942, 2188, 1430, 3178, 2770]","[758, 3114, 2580]",[],"[2034, 709, 2362, 1247, 703, 717, 1111, 321, 538, 557, 1014, 2130, 553, 3926, 90, 758, 3099, 1255, 544, 558]","[3178, 2188, 942, 2770, 148, 1430, 728, 1913, 3965, 1822]","[538, 3099, 544, 553, 557, 558, 2362, 703, 321, 709, 717, 2130, 3926, 1111, 90, 1247, 1255, 2034, 1014, 758]",[],[]
999,"[3105, 3667, 3473, 4104, 2181, 3814, 4307, 3223, 4032, 2802]","[246, 4288, 318, 2342, 753, 348, 298]",[],"[1221, 2475, 2342, 1219, 345, 1410, 900, 1961, 1948, 2295, 176, 2297, 780, 230, 104, 784, 420, 297, 2377, 622]","[4032, 3105, 2181, 3814, 4104, 3473, 2802, 3667, 4307, 3223]","[1410, 900, 780, 784, 1948, 420, 2342, 1961, 297, 2475, 176, 1219, 1221, 2377, 345, 230, 104, 622, 2295, 2297]",[],[]
1161,"[1046, 588, 1921, 772, 3405, 2541, 3698, 3360, 1045, 2988]","[3850, 4000, 1898, 342]",[],"[281, 218, 180, 960, 2644, 2740, 174, 295, 274, 342, 901, 676, 3539, 181, 1865, 1056, 3013, 1898, 167, 330]","[3360, 1921, 772, 588, 3405, 2541, 2988, 3698, 1045, 1046]","[901, 274, 281, 1056, 676, 295, 167, 174, 180, 2740, 181, 960, 3013, 1865, 330, 3539, 2644, 342, 218, 1898]",[],[]
1877,"[2509, 3650, 893, 1584, 2142, 2763, 1168, 2956, 1909, 636]","[2106, 1002, 3377, 2603]",[],"[2730, 251, 624, 1002, 371, 438, 2753, 3834, 2151, 243, 1023, 1630, 384, 2734, 2603, 125, 1416, 1721, 3377, 2965]","[3650, 2763, 2956, 2509, 1584, 1168, 1909, 636, 893, 2142]","[384, 1416, 2965, 2730, 2603, 2734, 3377, 438, 1721, 2753, 1630, 2151, 1002, 624, 371, 243, 3834, 251, 125, 1023]",[],[]
1445,"[856, 1138, 4133, 4401, 3733, 4460, 3706, 3079, 625, 2761]","[589, 2103, 337, 329]",[],"[329, 827, 168, 218, 333, 41, 581, 164, 570, 901, 681, 175, 181, 632, 180, 411, 582, 489, 401, 1345]","[4133, 3079, 2761, 4460, 4401, 1138, 625, 3733, 856, 3706]","[901, 401, 411, 164, 168, 41, 681, 175, 180, 181, 570, 827, 1345, 581, 582, 329, 333, 218, 489, 632]",[],[]
280,"[2473, 631, 1450, 2355, 2964, 1896, 2085, 1179, 2967, 2614]","[2572, 1999, 93, 2985, 745, 1522, 1023, 2986]",[],"[93, 616, 594, 1522, 433, 444, 1023, 876, 610, 435, 1521, 896, 446, 98, 1221, 1520, 2121, 1306, 890, 3174]","[2085, 631, 1896, 2473, 1450, 2355, 2964, 2614, 2967, 1179]","[896, 1306, 433, 435, 444, 446, 1221, 2121, 594, 93, 610, 98, 3174, 616, 876, 1520, 1521, 1522, 890, 1023]",[],[]
119,"[3272, 3836, 1862, 3900, 1659, 1901, 4357, 2446, 3370, 2254]","[44, 1917, 52, 49, 1918, 447, 923]",[],"[2334, 1757, 1168, 3235, 323, 1105, 232, 711, 1118, 2550, 1014, 276, 117, 460, 1264, 93, 446, 81, 2174, 2335]","[4357, 1862, 3900, 3272, 3370, 1901, 2446, 2254, 1659, 3836]","[1168, 276, 2334, 2335, 3235, 446, 323, 711, 460, 1105, 81, 1757, 1118, 93, 232, 1264, 117, 2550, 1014, 2174]",[],[]
1620,"[1762, 2379, 2852, 716, 920, 2362, 1224, 4307, 3611, 3999]","[723, 2121, 898, 3120, 2831, 285, 2277, 1464, 343]",[],"[308, 338, 438, 3120, 784, 1064, 230, 307, 1995, 343, 1813, 1410, 334, 1231, 781, 3210, 2529, 685, 1385, 779]","[1762, 2852, 1224, 2379, 716, 4307, 920, 2362, 3611, 3999]","[1410, 3210, 779, 781, 784, 1813, 1064, 685, 3120, 307, 308, 438, 1995, 334, 1231, 338, 343, 2529, 230, 1385]",[],[]
152,"[3360, 2648, 3211, 4337, 4338, 1470, 168, 551, 1783, 17]","[345, 1937, 290, 1094, 965, 495, 2163, 589]",[168],"[1393, 966, 210, 1937, 184, 181, 168, 582, 1040, 180, 581, 2066, 485, 142, 65, 589, 1049, 164, 1094, 151]","[3360, 551, 3211, 4337, 4338, 17, 1783, 2648, 1470]","[142, 1040, 1937, 2066, 151, 1049, 164, 180, 181, 184, 65, 581, 966, 582, 1094, 589, 210, 485, 1393]",[],[]
262,"[2842, 2921, 3553, 3218, 4092, 131, 1881, 1116, 843, 3997]","[1677, 2888, 611, 2884, 1809, 1862]",[],"[1779, 1523, 894, 892, 896, 1812, 611, 2607, 2158, 1189, 705, 1522, 1009, 930, 1518, 374, 2152, 1782, 2478, 530]","[3553, 131, 2921, 843, 4092, 3218, 1881, 2842, 1116, 3997]","[896, 530, 1812, 930, 1189, 2478, 2607, 705, 611, 2152, 2158, 1518, 1009, 1522, 1779, 1523, 374, 1782, 892, 894]",[],[]
321,"[4353, 4137, 1366, 2419, 4091, 2500, 2068, 1117, 4393, 3001]","[2449, 543, 2152, 1826, 452, 2680, 1306, 896]",[],"[896, 452, 540, 2152, 530, 93, 3064, 930, 1009, 348, 542, 1182, 2158, 1812, 734, 1306, 1842, 591, 616, 923]","[4353, 2500, 4393, 4137, 2419, 2068, 1366, 3001, 4091, 1117]","[896, 530, 1812, 1306, 923, 540, 542, 1182, 930, 1842, 452, 591, 348, 93, 734, 2152, 616, 2158, 1009, 3064]",[],[]
1830,"[2292, 2693, 3486, 3316, 3837, 1339, 1062, 3422, 3061, 3028]","[50, 319]",[],"[329, 181, 345, 180, 959, 673, 676, 581, 174, 1046, 334, 1644, 958, 296, 419, 693, 589, 2877, 218, 925]","[3486, 2693, 1062, 3316, 2292, 3061, 3028, 1339, 3837, 3422]","[1046, 925, 673, 419, 676, 296, 174, 180, 181, 693, 2877, 958, 959, 581, 329, 589, 334, 345, 218, 1644]",[],[]
484,"[749, 152, 2621, 4460, 662, 3928, 1592, 1971, 73, 1117]","[1561, 128, 633, 253]",[],"[239, 2879, 388, 116, 262, 4381, 1289, 2841, 38, 1302, 544, 1278, 1559, 3932, 373, 1483, 258, 1151, 1065, 376]","[2621, 73, 4460, 749, 152, 3928, 1971, 662, 1592, 1117]","[258, 388, 262, 1289, 1302, 1559, 2841, 4381, 544, 38, 1065, 2879, 1483, 3932, 239, 116, 373, 376, 1278, 1151]",[],[]
306,"[3420, 274, 1525, 1103, 2593, 2337, 509, 2910, 1744, 680]","[1318, 1669, 115]",[],"[82, 2367, 1385, 2742, 388, 1687, 2304, 38, 284, 209, 1921, 2698, 1573, 292, 4202, 674, 2089, 86, 4430, 343]","[2593, 2337, 680, 1103, 1744, 274, 1525, 3420, 509, 2910]","[2304, 1921, 388, 2698, 1687, 284, 674, 292, 1573, 38, 2089, 2742, 2367, 4430, 209, 82, 86, 343, 1385, 4202]",[],[]
383,"[4232, 2961, 3486, 3355, 1882, 2462, 3348, 4353, 58, 2138]","[3340, 682, 2530, 674, 230, 2586, 3344, 3337, 1684, 1934, 2949]",[],"[682, 685, 182, 422, 674, 283, 3076, 791, 4089, 178, 2586, 2719, 4179, 683, 684, 338, 418, 1692, 784, 492]","[4353, 3486, 2138, 4232, 2961, 3348, 58, 3355, 1882, 2462]","[3076, 784, 791, 2586, 283, 1692, 2719, 674, 418, 422, 682, 683, 684, 685, 178, 182, 338, 4179, 492, 4089]",[],[]
993,"[755, 1999, 2350, 4177, 879, 3492, 995, 693, 2958, 3336]","[3780, 3549, 369, 3995, 473, 4331, 1685, 2110, 3872]",[],"[933, 369, 473, 381, 84, 384, 1065, 4139, 376, 1685, 3160, 270, 1133, 1132, 71, 2510, 2367, 3187, 937, 1224]","[995, 3492, 3336, 2350, 879, 1999, 4177, 2958, 755, 693]","[384, 270, 1685, 933, 1065, 937, 4139, 2367, 71, 1224, 2510, 84, 3160, 473, 1132, 1133, 369, 3187, 376, 381]",[],[]
171,"[4389, 756, 205, 2030, 2034, 1606, 576, 278, 2803, 3598]","[2338, 923, 2334, 1916, 469, 1761, 2337, 2336]",[],"[1755, 1761, 299, 923, 1117, 276, 141, 2515, 1171, 1264, 718, 2334, 3448, 1917, 784, 1915, 701, 1916, 510, 995]","[576, 4389, 1606, 205, 2030, 3598, 2034, 2803, 756, 278]","[141, 784, 1171, 276, 923, 2334, 299, 701, 718, 2515, 1755, 1117, 1761, 995, 1264, 3448, 1915, 1916, 1917, 510]",[],[]
906,"[2130, 1122, 3660, 2874, 780, 2979, 4329, 3524, 2157, 2745]","[3387, 2257, 148, 723, 717, 4253, 761, 258]",[],"[381, 723, 3272, 262, 249, 430, 827, 371, 258, 239, 989, 252, 376, 2253, 1053, 576, 38, 128, 1143, 329]","[1122, 2979, 3524, 4329, 3660, 780, 2157, 2130, 2745, 2874]","[128, 258, 262, 1053, 38, 430, 827, 576, 3272, 329, 2253, 723, 989, 239, 371, 1143, 376, 249, 252, 381]",[],[]
613,"[334, 642, 4407, 4152, 3229, 4353, 3341, 3982, 1238, 3773]","[3773, 3774, 3895, 1508, 109]",[3773],"[3777, 3716, 3443, 3773, 2352, 3775, 1507, 3774, 3772, 2939, 2683, 3455, 757, 3459, 1500, 1691, 2728, 1516, 1510, 3666]","[4353, 642, 3341, 3982, 334, 1238, 4407, 4152, 3229]","[3459, 3716, 1691, 2728, 2352, 2683, 3772, 3774, 3775, 3777, 3666, 1500, 1507, 1510, 1516, 3443, 757, 2939, 3455]",[],[3773]
1470,"[3339, 4178, 3023, 4479, 3717, 1223, 3164, 2667, 1173, 2943]","[725, 630, 2451, 93, 611]",[],"[324, 1586, 730, 1379, 743, 220, 59, 1179, 446, 733, 1368, 142, 93, 443, 101, 1119, 1361, 2381, 970, 91]","[3717, 1223, 4479, 2667, 3339, 3023, 4178, 1173, 3164, 2943]","[142, 1179, 1586, 443, 59, 446, 324, 970, 2381, 1361, 1368, 730, 91, 220, 733, 93, 1119, 1379, 101, 743]",[],[]
297,"[360, 229, 3260, 762, 1242, 1279, 1571, 3086, 2837, 2674]","[2485, 1602, 118, 344, 343, 3037]",[],"[274, 962, 498, 417, 681, 402, 682, 281, 489, 827, 329, 333, 673, 1449, 186, 1995, 271, 422, 328, 343]","[1571, 229, 360, 1242, 3086, 2674, 2837, 762, 3260, 1279]","[271, 274, 402, 281, 417, 673, 422, 681, 682, 1449, 186, 827, 962, 328, 329, 1995, 333, 343, 489, 498]",[],[]
1604,"[2142, 869, 2955, 3115, 460, 204, 3883, 3904, 4120, 498]","[180, 334, 422, 328]",[],"[959, 218, 673, 176, 181, 185, 180, 1385, 1644, 966, 274, 2108, 345, 1391, 191, 272, 492, 411, 172, 168]","[3904, 869, 3115, 460, 2955, 204, 3883, 498, 4120, 2142]","[272, 274, 411, 673, 168, 172, 176, 180, 181, 185, 2108, 959, 191, 966, 345, 218, 1385, 1644, 492, 1391]",[],[]
900,"[2202, 3840, 1534, 1413, 377, 1473, 3420, 2660, 1883, 3050]","[1071, 3301, 2504, 2220, 3397]",[],"[2220, 2024, 2529, 3301, 1814, 388, 2075, 109, 722, 338, 3397, 3342, 108, 723, 3393, 2586, 381, 1700, 1707, 684]","[3840, 1473, 2660, 1413, 3050, 377, 2202, 1883, 3420, 1534]","[388, 3342, 1814, 2586, 2075, 1700, 1707, 2220, 684, 3393, 3397, 722, 338, 723, 2529, 3301, 2024, 108, 109, 381]",[],[]
68,"[12, 1882, 1264, 1902, 1659, 1776, 434, 1620, 1990, 1558]","[1345, 142, 1339, 164, 1340, 41, 50, 1338, 1197]",[],"[164, 1629, 188, 496, 581, 142, 185, 582, 271, 176, 146, 336, 174, 400, 1393, 966, 95, 1552, 402, 2103]","[1990, 12, 1902, 1264, 1776, 434, 1620, 1558, 1882, 1659]","[142, 271, 400, 1552, 146, 402, 164, 174, 176, 2103, 185, 188, 581, 582, 966, 336, 1629, 95, 496, 1393]",[],[]
1588,"[639, 2154, 394, 2172, 512, 1329, 4432, 3204, 204, 1379]","[2065, 3758, 2482]",[],"[1086, 230, 171, 186, 341, 489, 2924, 685, 274, 182, 191, 951, 2342, 498, 295, 962, 329, 681, 676, 197]","[512, 1379, 3204, 2154, 394, 204, 4432, 1329, 2172, 639]","[274, 676, 2342, 295, 681, 171, 685, 182, 951, 186, 1086, 191, 962, 197, 329, 341, 230, 489, 2924, 498]",[],[]
875,"[2136, 1670, 3079, 335, 2048, 409, 2620, 209, 4027, 2870]","[2319, 1158, 4184, 105, 2864]",[],"[329, 436, 970, 95, 995, 1780, 570, 929, 1151, 118, 635, 371, 827, 1995, 2291, 638, 3374, 1152, 1158, 2801]","[2048, 1670, 3079, 335, 209, 2870, 2136, 409, 4027, 2620]","[1152, 1158, 929, 3374, 436, 570, 827, 329, 970, 1995, 95, 995, 2801, 371, 1780, 2291, 118, 635, 638, 1151]",[],[]
1204,"[707, 2226, 2687, 520, 2842, 2956, 4353, 3819, 1753, 2726]","[1143, 1630, 259, 4253, 124, 765]",[],"[1921, 437, 1206, 725, 1151, 377, 549, 826, 970, 3377, 982, 2669, 736, 1704, 1691, 144, 1708, 2165, 2964, 937]","[4353, 707, 2726, 520, 3819, 2956, 2226, 1753, 2842, 2687]","[1921, 144, 2964, 1691, 549, 1704, 937, 1708, 3377, 437, 1206, 826, 970, 725, 982, 736, 2669, 2165, 377, 1151]",[],[]
28,"[2585, 2410, 2745, 2317, 553, 1765, 376, 724, 199, 3531]","[706, 649, 702]",[],"[1014, 81, 1117, 2391, 649, 52, 1111, 1996, 2554, 266, 5, 101, 11, 853, 659, 1955, 22, 2303, 2034, 90]","[1765, 199, 553, 2410, 3531, 2317, 2585, 724, 376, 2745]","[5, 649, 266, 11, 659, 22, 1955, 52, 1996, 81, 853, 2391, 1111, 90, 1117, 101, 2034, 1014, 2554, 2303]",[],[]
572,"[2642, 4238, 1677, 1502, 3209, 935, 1084, 3968, 1179, 154]","[1544, 1677, 285, 744, 3808, 534, 608]",[],"[836, 890, 608, 323, 484, 593, 616, 874, 534, 744, 896, 612, 502, 839, 876, 609, 1519, 847, 592, 884]","[3968, 935, 3209, 1677, 4238, 2642, 154, 1179, 1084, 1502]","[896, 534, 323, 836, 839, 847, 592, 593, 608, 609, 484, 612, 616, 744, 874, 876, 1519, 884, 502, 890]",[],[]
830,"[2749, 2894, 1107, 2249, 3391, 2138, 1671, 3275, 1681, 842]","[2925, 2846, 420, 784, 798, 780, 338, 1087]",[],"[283, 798, 685, 420, 780, 338, 337, 784, 3346, 783, 791, 2719, 675, 683, 3341, 778, 787, 684, 1694, 3393]","[1671, 2249, 842, 3275, 2894, 1681, 1107, 2138, 2749, 3391]","[778, 780, 3341, 783, 784, 3346, 787, 791, 283, 798, 1694, 2719, 675, 420, 683, 684, 685, 3393, 337, 338]",[],[]
545,"[3135, 697, 120, 1843, 3529, 1361, 1402, 1585, 4121, 487]","[3729, 2508, 753, 475, 84, 2570, 302]",[],"[522, 1823, 783, 302, 230, 2529, 711, 786, 1231, 1573, 753, 337, 1233, 784, 208, 797, 1866, 780, 310, 788]","[487, 3529, 1361, 1585, 1843, 120, 697, 1402, 4121, 3135]","[522, 780, 783, 784, 786, 788, 797, 1823, 1573, 302, 310, 711, 1866, 1231, 208, 337, 1233, 2529, 230, 753]",[],[]
758,"[3260, 1971, 2838, 2088, 39, 2507, 2900, 1547, 1967, 3135]","[1867, 1814, 3269, 1260, 1684, 975]",[],"[823, 307, 610, 230, 303, 337, 1221, 438, 995, 731, 1522, 975, 1425, 285, 417, 1231, 1320, 926, 2106, 682]","[39, 2088, 1547, 2507, 1967, 1971, 2900, 2838, 3260, 3135]","[1425, 285, 926, 417, 1320, 682, 303, 307, 438, 823, 2106, 1221, 975, 1231, 337, 731, 610, 995, 230, 1522]",[],[]
1710,"[1172, 1272, 935, 2643, 1399, 642, 2192, 3973, 1068, 3950]","[181, 1390, 1392, 343, 1628, 1275, 1629]",[],"[295, 959, 186, 1393, 162, 181, 1648, 168, 272, 296, 185, 1629, 279, 176, 681, 175, 581, 218, 228, 2740]","[642, 3973, 935, 1068, 3950, 2192, 2643, 1172, 1399, 1272]","[272, 279, 162, 295, 168, 296, 681, 175, 176, 2740, 181, 185, 186, 959, 581, 218, 1629, 228, 1648, 1393]",[],[]
684,"[1517, 1676, 3391, 1719, 551, 2350, 3260, 315, 1991, 1199]","[2641, 197, 415, 2911, 3080, 417]",[],"[292, 784, 417, 975, 284, 2342, 104, 197, 415, 899, 191, 683, 827, 610, 310, 271, 684, 1619, 679, 3131]","[1991, 551, 1676, 1517, 2350, 1199, 1719, 315, 3260, 3391]","[899, 271, 784, 284, 415, 417, 292, 2342, 679, 683, 684, 310, 3131, 827, 191, 197, 975, 1619, 610, 104]",[],[]
59,"[5, 3354, 3978, 2109, 3934, 1362, 2226, 3046, 1602, 3782]","[1174, 1176, 863, 1175, 1168, 1170]",[],"[703, 38, 926, 37, 649, 694, 2174, 86, 132, 695, 2558, 46, 67, 733, 106, 50, 1915, 60, 44, 560]","[1602, 5, 3782, 3046, 3978, 1362, 2226, 3354, 2109, 3934]","[132, 649, 926, 37, 38, 44, 46, 560, 50, 694, 695, 60, 703, 67, 2558, 86, 733, 106, 1915, 2174]",[],[]
19,"[2929, 3733, 4064, 882, 823, 2814, 2372, 965, 4470, 3212]","[524, 501, 522, 505, 535, 517]",[],"[1428, 1758, 501, 1543, 484, 505, 612, 1875, 1018, 2476, 1019, 1866, 794, 1547, 1025, 1823, 2269, 593, 1467, 1227]","[4064, 2372, 965, 3212, 2929, 882, 3733, 4470, 823, 2814]","[1025, 1543, 1547, 1428, 794, 1823, 2476, 1467, 1866, 1227, 593, 1875, 2269, 1758, 484, 612, 501, 505, 1018, 1019]",[],[]
242,"[2624, 4304, 2944, 852, 1459, 1079, 62, 2117, 3268, 3246]","[2779, 2782, 1920, 2509, 1754, 1172, 2781]",[],"[1168, 2334, 248, 132, 2473, 1436, 1171, 995, 112, 1757, 242, 470, 117, 475, 1919, 512, 1176, 1755, 467, 1744]","[2624, 2944, 3268, 2117, 3246, 4304, 1459, 852, 1079, 62]","[512, 132, 1168, 1171, 1176, 1436, 2334, 2473, 1744, 467, 470, 475, 1755, 1757, 995, 112, 242, 117, 248, 1919]",[],[]
1071,"[3451, 76, 3417, 2660, 557, 3036, 3361, 1322, 2433, 3622]","[1187, 1782, 2736, 611, 452, 2607, 2153, 2826]",[],"[611, 892, 1779, 1187, 2607, 1885, 452, 1782, 1776, 93, 4022, 433, 2886, 592, 2153, 1523, 2887, 1518, 1519, 4020]","[3361, 2433, 2660, 3622, 1322, 76, 557, 3417, 3451, 3036]","[1187, 2607, 433, 4020, 4022, 452, 2886, 2887, 592, 1885, 93, 611, 2153, 1518, 1519, 1776, 1779, 1523, 1782, 892]",[],[]
1778,"[36, 2870, 2262, 3410, 3823, 3421, 278, 1981, 3347, 289]","[1295, 1280, 377, 4116, 1141, 2181, 1302]",[],"[1726, 1741, 1280, 457, 71, 1350, 1282, 4460, 382, 3105, 2768, 1140, 1728, 4012, 1432, 261, 1299, 1430, 1285, 1727]","[289, 36, 3823, 3410, 3347, 2262, 2870, 278, 3421, 1981]","[1280, 1282, 1285, 261, 1299, 1430, 1432, 3105, 4012, 1726, 1727, 1728, 1350, 71, 457, 1741, 2768, 4460, 1140, 382]",[],[]
1385,"[1040, 2738, 2922, 3503, 925, 3362, 794, 2642, 967, 17]","[782, 789, 3492, 3152, 2220, 31, 374]",[],"[88, 49, 731, 1522, 734, 303, 711, 744, 1306, 916, 928, 370, 121, 439, 93, 37, 245, 299, 372, 440]","[3362, 967, 2922, 3503, 1040, 17, 2738, 2642, 794, 925]","[916, 1306, 928, 37, 299, 303, 49, 439, 440, 711, 88, 731, 93, 734, 744, 1522, 370, 372, 245, 121]",[],[]
1384,"[298, 4059, 2302, 3359, 3226, 227, 4111, 2742, 90, 2092]","[166, 966, 4351, 142, 420]",[],"[142, 164, 587, 176, 135, 167, 183, 180, 1888, 2648, 1645, 966, 168, 138, 186, 676, 162, 197, 1033, 2696]","[227, 3226, 298, 2092, 4111, 2742, 90, 4059, 2302, 3359]","[135, 2696, 1033, 138, 142, 162, 164, 676, 167, 168, 176, 180, 183, 186, 197, 966, 587, 2648, 1888, 1645]",[],[]
217,"[1266, 4094, 666, 1124, 3887, 4096, 1008, 2506, 2473, 3335]","[342, 401, 168, 428, 186, 589, 676]",[],"[333, 186, 589, 681, 959, 174, 1648, 672, 676, 2103, 960, 167, 187, 401, 963, 495, 587, 296, 2740, 345]","[4096, 1124, 3335, 2473, 2506, 3887, 1008, 1266, 666, 4094]","[401, 672, 676, 167, 296, 681, 174, 2740, 2103, 186, 187, 959, 960, 963, 587, 589, 333, 345, 495, 1648]",[],[]
1536,"[4090, 3209, 4106, 292, 4281, 1042, 3514, 334, 2038, 1962]","[1519, 2677, 1779, 931, 348, 2478, 2893, 374, 1841]",[],"[348, 939, 2893, 890, 1779, 1067, 1185, 393, 2161, 2677, 374, 973, 1599, 93, 1835, 1841, 2142, 1523, 1842, 2478]","[4090, 292, 3209, 1962, 4106, 334, 1042, 2038, 4281, 3514]","[393, 1185, 1835, 939, 1067, 2478, 1841, 1842, 1599, 2893, 973, 348, 93, 2142, 2161, 1779, 1523, 2677, 374, 890]",[],[]
1637,"[2309, 3573, 2842, 158, 878, 1953, 1040, 3672, 3115, 818]","[1781, 1679, 118, 415]",[],"[1522, 923, 248, 543, 1320, 2157, 242, 758, 1189, 598, 545, 896, 444, 1067, 1634, 125, 117, 1677, 823, 1690]","[1953, 2309, 3115, 878, 1040, 818, 3573, 3672, 2842, 158]","[896, 1677, 1690, 923, 543, 545, 1189, 1320, 1067, 823, 444, 598, 1634, 2157, 1522, 242, 117, 758, 248, 125]",[],[]
1707,"[1517, 2923, 530, 2526, 1707, 202, 268, 3688, 1229, 2086]","[2822, 448, 59, 4452, 2089, 230, 2166, 596, 900]",[],"[2978, 448, 899, 923, 1419, 337, 125, 1902, 636, 2521, 2445, 2489, 1320, 2977, 1796, 4033, 2385, 248, 2089, 1449]","[2086, 3688, 202, 2923, 1707, 1517, 268, 1229, 530, 2526]","[899, 1796, 1419, 2445, 923, 2977, 2978, 1320, 2089, 1449, 2489, 448, 4033, 337, 2385, 2521, 1902, 248, 636, 125]",[],[]
1630,"[2876, 738, 555, 556, 4322, 2772, 4407, 4102, 131, 331]","[388, 3594, 1915, 89, 4045, 2060, 454, 3190, 3230]",[131],"[38, 395, 1426, 126, 1921, 910, 128, 989, 131, 371, 248, 719, 430, 388, 252, 1130, 127, 1298, 381, 1669]","[738, 4322, 4102, 555, 556, 331, 2772, 4407, 2876]","[128, 1921, 388, 1669, 395, 910, 1426, 1298, 38, 430, 719, 989, 1130, 371, 248, 252, 381, 126, 127]",[],[]
661,"[3445, 1625, 2218, 3626, 1037, 776, 313, 2965, 1231, 3015]","[1599, 1453, 362, 1067, 1519, 3966]",[],"[1519, 2152, 1522, 2449, 1187, 1842, 611, 1828, 2607, 2478, 448, 892, 610, 1189, 2886, 596, 2153, 592, 2891, 1885]","[3015, 776, 2218, 3626, 1037, 1231, 1625, 3445, 2965, 313]","[2449, 1187, 1828, 1189, 2478, 2607, 1842, 448, 2886, 2891, 592, 596, 1885, 610, 611, 2152, 2153, 1519, 1522, 892]",[],[]
27,"[445, 2143, 2641, 2852, 4270, 2821, 1635, 900, 1221, 859]","[689, 693, 179, 271, 326, 279]",[],"[498, 167, 181, 186, 681, 1790, 271, 104, 333, 495, 420, 961, 173, 274, 962, 290, 218, 952, 421, 422]","[1635, 900, 1221, 2852, 2821, 4270, 2641, 859, 445, 2143]","[271, 274, 290, 420, 421, 422, 167, 681, 173, 181, 952, 186, 961, 962, 333, 218, 104, 495, 498, 1790]",[],[]
562,"[2855, 2544, 3887, 3908, 1843, 2004, 701, 1086, 2021, 1557]","[248, 636, 2022, 989, 710]",[],"[544, 245, 116, 624, 636, 313, 1956, 898, 1064, 1489, 576, 369, 381, 703, 248, 937, 251, 910, 127, 426]","[3908, 2021, 2855, 3887, 2544, 1843, 2004, 1557, 701, 1086]","[898, 910, 544, 1956, 1064, 937, 426, 313, 703, 576, 1489, 624, 369, 116, 245, 248, 251, 636, 381, 127]",[],[]
1717,"[1675, 3906, 3514, 3307, 36, 976, 302, 3220, 518, 4367]","[579, 345, 2039, 184, 142]",[],"[1385, 87, 925, 168, 649, 570, 568, 329, 1629, 90, 296, 1921, 1342, 142, 2690, 1048, 45, 218, 245, 1993]","[3906, 36, 518, 1675, 3307, 302, 4367, 976, 3220, 3514]","[1921, 2690, 649, 142, 1048, 925, 168, 296, 45, 568, 570, 1342, 329, 1993, 87, 90, 218, 1629, 1385, 245]",[],[]
693,"[4122, 3425, 3068, 317, 4274, 2889, 2693, 393, 1162, 2179]","[3306, 271, 3122, 1393, 4009]",[],"[923, 1580, 900, 2456, 2240, 1404, 623, 2148, 945, 990, 331, 275, 201, 125, 3474, 3240, 219, 599, 313, 1988]","[3425, 2179, 2693, 2889, 393, 1162, 4274, 4122, 3068, 317]","[900, 3474, 275, 2456, 923, 3240, 1580, 945, 313, 2240, 1988, 201, 331, 599, 219, 990, 2148, 623, 1404, 125]",[],[]
