users,items
812,2993
460,894
1439,1524
1731,2486
947,1833
24,600
863,1175
961,790
107,625
1373,2633
344,3198
137,2033
342,3185
151,1186
1166,958
1554,2823
755,252
292,207
1002,516
431,642
301,2456
970,493
1460,1372
111,1834
364,953
829,2939
1230,544
1089,2478
1290,637
1275,3340
1625,3145
676,176
662,2886
801,1385
348,3225
519,3292
1437,66
395,186
693,634
1192,150
609,638
546,3738
201,594
1183,337
137,2044
271,706
501,454
373,677
1524,389
1768,4141
158,1953
515,893
446,1419
494,703
1856,2648
1090,2232
651,297
284,1307
1365,1419
1829,243
449,136
1028,3547
931,900
1419,3321
733,930
868,1670
815,1899
1577,4253
397,55
1607,337
1439,1237
709,2744
1268,707
89,168
1298,165
1352,2357
604,901
235,2735
1538,1525
505,648
938,829
1417,284
113,1245
423,627
1011,3274
1799,1471
1206,360
539,2706
974,971
855,317
1776,131
744,2944
1004,246
1405,169
514,3458
728,2551
363,1337
764,1069
784,4018
139,2062
1449,2551
904,182
208,1434
1395,597
935,820
331,1449
630,3244
1715,1629
1595,915
79,1066
474,3424
1803,2267
421,499
1444,3459
1828,1300
774,650
1416,2122
662,1813
380,208
147,2108
1855,2297
1330,342
408,2243
1085,46
989,2612
177,1962
1718,742
755,1200
1042,211
41,162
550,1818
52,586
63,1223
798,133
1688,1072
1325,170
859,844
596,2794
825,631
603,505
1501,1057
75,1429
1,65
221,1480
1591,1909
487,924
1346,286
1518,799
625,631
1348,2111
1790,2678
1128,613
737,1373
1854,4482
1687,4064
845,142
29,710
1298,639
1037,183
1203,557
1637,971
1602,709
1297,287
188,483
639,622
809,734
312,276
1793,2007
1837,1277
1727,1474
232,2719
249,311
1263,2254
500,416
690,3333
241,873
327,912
1280,2978
831,1725
952,351
1085,673
429,2536
514,3667
891,990
1022,181
248,92
529,873
1640,3643
914,1298
1140,897
924,2537
1159,1779
856,1121
1079,477
1557,169
1528,577
824,445
1194,4413
133,149
1118,618
1009,913
1666,149
140,412
431,588
162,1682
1779,4250
1397,761
353,902
968,403
144,744
840,590
1081,633
1848,2028
315,3098
514,931
24,441
1345,541
1490,4435
213,1899
960,546
1218,738
340,342
964,824
1793,1312
737,785
1571,1386
114,1873
851,3232
110,1183
422,1687
9,269
1041,438
660,451
1678,2492
1802,3919
1113,42
1196,441
263,94
194,1801
1391,309
1665,1337
509,2332
1852,966
880,677
8,238
603,509
558,2365
1360,324
1620,297
1084,1558
564,1719
32,250
357,181
126,1041
1480,51
1229,411
1532,929
119,911
814,3538
939,335
1569,1975
1456,1170
980,785
152,1777
1368,820
1397,258
1697,4062
1176,87
57,1115
364,189
1511,996
1054,1002
597,3861
1760,437
918,93
1574,115
962,1249
391,163
1068,205
1261,867
600,448
1621,676
192,1459
647,2404
1008,81
698,786
34,683
618,642
145,1455
1873,1308
1743,3133
1047,102
702,1622
70,1255
1272,119
1604,804
1301,623
201,884
728,3388
703,4022
1468,3956
1667,1520
1727,3650
487,877
580,990
1615,427
1290,646
857,635
1034,487
1845,1169
313,2503
492,683
1102,607
1012,152
180,307
735,977
282,403
833,509
1653,246
1132,4307
1868,3642
264,2895
1418,256
624,283
963,1782
1234,2594
1270,439
640,1193
1462,927
558,3767
234,375
1666,2699
1259,3850
1375,716
367,1519
833,781
79,1486
1156,293
1730,187
601,686
1406,2685
1257,105
1147,1709
1055,1258
1587,3593
1404,1596
356,2058
1570,1996
1415,1309
1233,4195
349,2906
1373,711
1012,982
860,1654
1258,1387
652,1350
391,169
1269,3103
1662,1837
693,1426
419,897
64,1259
868,2964
1800,441
1776,551
39,880
1062,1396
1019,282
1463,4121
917,170
356,94
864,4013
351,1786
1142,4160
257,1118
1890,1802
1520,99
776,221
871,680
1348,2408
1042,272
1310,2143
840,346
1358,529
950,1644
685,291
628,333
521,1336
417,1251
347,89
99,46
550,3722
119,1910
1772,301
1786,198
357,590
1673,976
171,2323
1757,1068
195,249
171,685
45,272
238,2757
520,919
939,195
112,1853
677,2851
363,2790
1382,804
1063,2454
18,482
601,192
1623,1253
781,1162
789,1427
1085,431
1623,47
804,438
1495,917
1207,349
1570,726
1376,900
311,342
1136,3153
548,60
425,1248
821,1327
1528,828
789,4139
334,902
1426,4466
1617,940
905,754
196,201
908,262
1712,2438
1494,98
1428,1293
345,1752
407,625
1020,1922
1837,677
232,169
1011,272
719,153
1351,83
1503,526
379,2649
227,313
119,505
1498,912
827,4041
892,731
1752,4155
863,862
1716,1997
1006,660
907,2631
157,1602
82,1531
1345,3660
181,2389
412,259
1440,296
411,3350
778,1165
914,1822
1773,897
168,941
575,277
825,485
685,284
359,577
789,396
1535,2344
224,118
459,3562
1228,1066
947,2584
174,2360
705,1692
124,932
651,163
1049,2028
1178,2468
636,59
1325,2166
68,533
466,51
1655,393
884,1856
1517,3840
624,3462
1040,83
725,435
1000,2903
202,1910
1674,2035
46,94
1639,438
345,736
821,518
1088,1190
405,2540
6,168
1292,173
1540,1420
258,562
521,97
1596,338
542,535
489,115
555,1464
1163,2672
59,1158
1146,611
1514,4015
1764,1949
467,96
1233,3885
1225,1228
647,546
1696,1207
735,3850
219,176
1307,228
788,1222
1323,3608
1338,502
1051,1589
452,1709
1134,622
18,79
196,196
1137,1582
900,2952
1276,3224
337,85
1401,2
1399,243
1269,1068
444,235
508,734
1157,3475
377,675
18,474
1596,272
570,3094
645,932
544,614
440,192
1014,1132
486,183
372,2704
1374,686
199,650
537,2749
604,3153
1580,2348
1116,1843
69,492
1637,2880
950,2111
1364,2082
723,91
1398,119
785,2946
1123,745
1661,1957
1821,346
615,2616
71,403
866,1527
1745,1408
844,4189
697,461
849,310
1169,3464
1173,3971
1437,989
1430,133
70,57
839,924
606,3751
788,3083
1559,1321
1130,1566
803,439
143,2084
1189,169
105,1185
1132,3389
1374,1875
1220,1157
326,2378
107,1487
1759,4182
1053,3991
195,996
1094,966
1719,545
1278,961
1046,683
1472,4426
513,808
1325,2343
1386,1020
412,3285
655,273
256,1574
1684,960
1005,2116
1369,2444
977,2734
674,385
1703,2155
1288,3702
1631,3677
233,1814
224,389
502,942
384,3134
1389,1159
1290,395
648,895
1546,1523
1544,2831
1397,1865
1052,4161
909,2678
632,165
1706,4015
650,1749
509,2111
1204,2932
1427,586
1093,319
66,1304
505,2364
1015,152
161,1677
1233,2136
278,545
1145,3091
1648,3261
59,829
1514,2147
1287,258
598,718
1789,1724
359,105
1028,2421
809,1670
1804,1196
919,650
905,338
124,1701
110,1450
641,50
545,512
278,2966
1514,1809
836,3321
1266,279
88,1607
67,940
303,533
204,122
974,2286
731,1916
1807,384
1246,338
543,3040
766,550
1061,4379
638,3055
1562,1178
1011,650
396,440
553,2623
842,432
1690,360
1213,2024
615,2505
264,1541
1091,2420
1076,344
1825,261
1618,3621
1844,3217
1247,3393
1818,2404
1025,582
1821,431
844,313
1833,3804
1757,1417
1527,2112
1743,3132
770,3630
423,2362
707,1001
420,81
1315,647
1745,1398
743,662
1271,550
521,2774
1823,3918
1771,3329
1815,1215
311,967
1271,2025
174,55
871,4090
191,2467
1000,577
70,538
123,1788
357,3263
757,198
196,2525
1089,3942
145,183
481,431
1534,970
199,191
916,929
195,2516
237,943
1769,335
1426,4284
1132,1635
931,2476
626,205
1507,46
849,507
1531,91
1143,252
974,249
1859,1791
925,611
142,182
1714,3982
712,310
925,1420
1480,106
140,1977
1301,1960
1600,2370
1769,2790
217,198
310,2109
1232,1568
1781,85
691,149
662,94
588,535
1814,372
1133,1811
180,2386
1192,147
116,694
1560,718
1845,2337
543,737
177,785
1697,1062
1486,427
99,142
465,854
1816,734
1126,2778
1116,361
568,58
122,1932
1200,929
1060,528
327,683
1520,1896
1871,2571
1115,286
1416,281
114,313
1192,588
853,4006
587,1386
1423,708
292,223
1537,2450
357,688
1433,1520
590,2254
1583,1303
69,1345
596,1633
138,2055
1550,352
1599,554
772,272
247,1355
143,2085
945,711
1110,1222
1629,338
746,664
205,828
1728,629
773,60
1236,674
113,62
549,1768
226,1620
1653,182
264,81
134,310
506,101
1116,641
276,1013
305,611
1798,4235
870,822
573,886
690,1521
1517,126
34,796
1274,759
1732,3499
1354,928
1722,392
1406,81
1184,732
1369,763
433,33
1561,240
207,2550
739,932
1089,270
459,731
832,3417
1586,4459
1190,2158
651,3240
1832,771
97,1264
1839,719
1352,4082
1594,1194
866,508
1869,1095
739,1411
1369,1258
902,3162
1199,445
1036,1521
661,2178
1315,54
460,535
1818,3273
60,105
1132,3548
1696,911
830,1198
1862,237
505,1635
1718,165
815,183
1808,2188
1158,1781
198,192
317,1785
150,1698
540,702
1175,280
1690,91
564,40
377,308
1028,3022
1481,314
1511,1087
35,801
1183,221
319,1041
1270,685
1746,1178
1385,4187
1234,1467
419,1186
600,1180
1165,772
1787,345
1359,2462
1546,1420
529,3114
1246,233
1392,1581
1785,1366
1421,1237
385,3356
380,2162
1868,401
71,1371
479,1307
286,296
979,4208
842,453
311,2301
706,961
1738,789
1704,3191
459,3433
657,331
1813,463
629,541
1696,90
1503,3513
1565,503
1501,165
1461,1191
303,608
640,2737
126,1967
1375,3035
676,421
1787,343
705,439
948,902
1267,690
1758,711
163,625
253,1352
1589,401
1790,565
1199,1003
1805,1351
511,2316
125,582
1829,1192
1331,91
1802,314
1165,301
774,2367
1665,533
613,3841
1869,4440
536,49
894,468
112,1846
556,2564
1102,4159
1235,454
1180,272
1867,924
1684,172
133,1316
1344,732
376,1184
1659,1112
1814,619
475,3586
592,394
445,1000
1490,4327
1129,4379
1581,343
1345,746
206,127
853,378
341,3178
431,1339
841,964
1824,961
645,69
41,913
1155,2449
503,343
326,231
382,1309
445,824
228,175
160,1299
425,25
1416,2912
1838,917
259,470
1333,1433
737,779
1690,588
461,1313
107,1798
759,1935
245,963
977,2142
1247,2530
1460,803
724,1938
473,680
635,3132
720,1454
1884,3707
185,1922
220,1645
16,428
1015,51
1857,427
1786,431
1139,1957
780,317
1854,731
802,906
1883,719
1712,89
1057,3138
1288,2109
1760,2286
1336,3106
172,1755
209,2604
755,42
531,54
1732,4448
1682,800
1611,3531
1767,294
1137,2338
811,2526
1860,607
838,1983
511,1115
188,1824
1651,15
77,1461
1415,345
1474,402
673,394
1257,1629
1410,1383
1590,1290
1068,824
1329,2254
1451,198
1478,619
1550,941
1472,1066
1626,2408
1877,438
1500,724
1576,39
743,394
594,666
729,259
1574,780
188,1806
178,2383
1250,192
1346,299
1509,1014
1510,240
1064,4285
1295,2850
1229,1394
694,656
1568,4058
1184,416
826,3409
1286,682
1249,827
1113,88
528,996
732,421
1039,330
764,154
601,963
1682,2255
402,1251
432,585
36,94
1548,576
695,447
150,553
1375,2506
117,831
1626,2511
445,1001
897,455
497,1086
436,270
1805,1141
1642,59
314,185
836,1229
1870,83
14,379
1449,1015
1702,39
943,2168
1564,1181
1776,4381
1467,3592
1016,4168
1708,4376
1016,3165
887,1364
748,3191
497,2754
458,286
127,1968
927,285
880,3354
1832,3825
557,647
1057,480
39,898
825,3183
1892,3244
891,259
243,2785
795,1026
679,137
265,38
1052,2377
1076,958
1225,2679
1042,4362
570,3808
1420,385
576,769
1092,3286
1412,738
1466,3989
1541,926
1030,17
372,1973
1082,2176
1000,4277
1609,1159
1146,779
866,513
658,1587
231,1230
115,515
1802,615
832,3160
102,752
1128,926
1072,1778
1325,1818
1171,117
207,930
1477,913
1469,3197
299,3040
1877,2674
996,4333
1472,3470
1115,169
1581,2104
1362,1348
425,1614
1472,83
386,1102
917,967
12,339
1353,650
1440,3269
721,2229
138,1207
30,505
83,512
406,3410
831,513
770,1827
638,441
878,53
547,3744
395,187
868,1893
409,3417
218,337
170,674
64,670
353,2412
785,476
1353,3531
1614,116
798,282
1079,461
646,1644
1659,1106
1502,1343
278,385
1267,282
1884,188
144,192
1468,2412
742,719
1063,737
1575,438
984,256
1636,4396
1305,1154
1424,2206
62,1199
174,619
904,2394
944,4292
1370,2574
335,525
850,4195
102,1744
1740,240
233,304
718,219
1383,2318
140,1938
394,571
222,2013
915,207
1375,87
1785,3605
1520,2200
1379,192
1792,3451
1438,1791
878,337
111,1835
866,317
903,105
1663,4313
250,1930
130,175
1590,372
811,3469
1721,3297
1649,785
1855,1756
1754,105
1625,3014
252,779
406,2085
57,1117
1479,3191
940,1816
1704,1745
208,1230
1656,389
674,1285
462,3569
712,1544
53,1056
1681,616
504,806
1626,1283
1062,5
1185,724
1633,172
1012,1157
429,527
1157,1115
1705,2479
1435,829
1431,338
1577,4455
542,2378
783,1854
166,2210
293,3028
294,87
1172,1299
197,1014
415,1068
1641,80
411,1852
937,2793
498,985
1364,4406
786,103
739,1776
1554,828
1673,4478
378,3297
944,309
348,618
1078,2128
51,1039
54,1077
1513,1317
1613,1791
609,1217
1724,2284
1030,833
103,1755
58,71
1093,2387
258,646
1124,2675
243,483
897,1049
1660,3616
1317,3384
276,1016
1710,177
1219,2645
1712,4464
1776,1443
668,605
1592,3811
995,3957
1218,3931
1245,824
1259,438
409,1402
203,1451
1776,484
1453,1386
192,2480
1140,111
1842,931
381,923
1072,2479
439,509
1053,711
1541,1394
1165,1465
623,344
605,2175
1680,680
899,2137
1514,89
888,1791
1463,835
537,684
847,546
1203,2131
820,145
105,706
1284,131
1482,2901
774,711
333,178
1414,759
715,2464
875,89
1449,316
1058,508
958,4308
882,642
1159,3520
192,2477
1231,610
932,3522
1204,646
790,621
911,3859
1751,3394
1322,118
1791,2525
613,2389
85,253
754,631
854,913
106,229
1024,2792
1255,1648
1569,745
712,631
798,299
542,515
164,1194
779,133
996,2089
191,2466
1237,3617
1030,854
371,1118
964,3803
730,1159
646,1481
1054,3586
460,2226
1333,1742
1388,1010
1572,2872
1247,3341
100,1724
1882,181
321,706
841,902
1821,1194
484,2069
1813,1034
83,519
384,418
878,564
520,221
650,2850
1025,586
659,208
1052,309
487,891
379,49
1342,1010
1860,3280
62,1202
1509,1005
1661,1630
119,1670
366,707
99,737
1870,2198
1001,210
1574,1366
502,674
1610,4257
104,838
1390,897
1753,483
942,706
1020,911
1434,81
1871,2001
1654,1024
155,631
811,2467
1527,724
1263,827
1430,2227
777,55
691,2688
1532,2896
127,1972
1072,533
544,1451
29,706
803,2595
113,1861
589,1100
694,3027
1249,2068
1078,461
1736,4325
7,177
1380,2377
1541,2411
14,381
229,344
137,1215
1306,1383
619,322
1708,1691
1586,300
1117,940
46,972
1422,2162
1313,2063
568,335
350,1918
314,1082
1870,650
406,3090
1245,375
310,3078
26,69
131,674
1683,1800
465,28
422,571
932,372
1728,1834
1275,2273
375,3317
624,3909
404,3211
1157,3284
602,3224
1179,1882
860,650
21,559
1338,511
1468,41
1801,826
301,3057
1624,143
411,1849
434,3434
528,102
306,2741
822,3032
1334,296
1756,4478
1634,300
185,2421
248,2818
1154,3321
257,2860
1795,110
1291,1024
1444,438
1420,2303
1829,503
539,3715
25,81
69,182
640,804
793,168
1499,2577
399,1131
986,4279
83,517
673,440
1681,837
725,1637
1761,188
905,794
640,2129
184,1800
1630,4257
1681,1010
1075,205
1016,3491
170,2320
996,1191
1288,3601
1193,2199
638,3885
1500,976
1241,822
1659,1988
262,330
931,4220
368,1708
705,3467
1471,1049
1284,1609
445,1321
1240,1341
190,97
1504,2300
1316,3368
774,81
370,2035
1640,252
343,441
1869,1340
388,1898
574,2059
1478,385
473,1092
67,324
985,2283
464,1979
579,117
239,1667
52,1051
1250,3759
1108,2012
892,2463
1264,1013
547,441
113,669
930,2739
1135,550
115,1139
954,796
1221,2343
1668,424
1537,939
379,150
1022,1476
222,2668
1383,1005
25,637
894,3205
535,2196
87,1579
1450,2647
1511,367
1807,3268
1547,455
453,2335
1404,550
1111,2672
823,546
1291,2464
1117,3699
205,2029
1507,816
311,1996
860,1380
56,183
1172,2252
697,2249
533,3708
1164,3815
1239,631
775,2503
1004,444
1189,588
553,445
1368,448
1687,320
345,3110
154,61
798,953
908,2600
1038,342
561,1683
677,375
1011,930
972,3699
985,938
1269,1708
1867,2556
746,1170
18,484
489,2759
874,1189
1521,270
483,264
381,1114
1272,259
1317,1956
1105,708
11,308
697,1874
1109,1157
396,1651
1252,2007
1513,2010
456,827
331,329
1311,1020
176,1521
1078,1248
487,593
885,377
1169,1427
434,625
1781,934
1304,712
1155,1844
257,1224
1381,189
1701,3193
62,1207
791,660
1205,998
1060,745
969,1159
782,432
1625,870
461,3566
1281,1067
1874,962
197,2159
1678,4239
387,401
627,961
164,2291
377,314
591,3851
1002,608
967,3847
112,1848
825,2015
1089,2362
1734,924
302,3063
1791,285
671,1992
778,4117
1122,2147
104,819
1646,4133
511,1435
184,2415
1813,1200
1247,483
1257,2587
1302,2092
584,915
836,4184
1557,428
902,4215
1305,2287
1226,2470
1798,205
791,4144
1597,3929
445,2222
1390,1162
797,2289
49,889
1562,681
1536,1282
1463,4214
866,1232
386,110
158,737
248,656
573,1786
974,2047
1226,483
1789,445
847,938
1074,4385
652,1257
1275,3348
434,3499
1273,1705
138,758
690,615
1530,427
162,1674
649,1183
578,1695
559,2580
76,1452
1304,507
1486,1997
981,188
1234,339
702,3080
278,2967
214,1394
1816,604
445,432
459,674
967,831
1219,1725
649,455
1773,2158
1226,1824
640,2127
1595,421
246,1127
1667,664
896,2712
898,1327
1757,2833
1385,3889
1216,746
791,829
1823,3304
32,39
1184,382
1546,3296
1818,917
916,316
1023,470
1182,210
1741,1474
528,759
749,734
1272,389
136,2030
1135,2913
500,325
1243,3047
111,1836
727,1553
1363,911
638,347
656,198
540,1118
34,250
106,206
551,1383
520,2112
1429,2530
629,840
1059,338
1016,533
792,219
693,1054
733,2279
39,597
417,1114
1079,934
1784,2307
624,2610
1711,583
238,2765
414,53
416,3362
1199,3364
1571,403
861,759
996,4334
1142,4416
1029,673
188,2435
166,1366
1088,611
1427,491
1351,2916
1617,1186
1124,759
297,1523
1340,2490
294,99
1334,1208
378,3326
841,408
159,538
260,626
693,2914
456,966
1301,3679
1547,592
589,2090
1426,726
545,2400
384,797
1296,333
656,182
1300,256
783,3266
1682,842
63,1226
968,3313
1112,696
1072,2825
1450,927
71,183
925,97
371,82
209,89
372,824
581,65
893,433
1735,2557
65,1279
954,324
995,347
839,3033
111,416
1650,314
1481,445
568,915
301,794
305,1776
241,7
1284,1705
1116,3742
1351,629
166,1579
241,865
1851,2562
306,2716
241,2194
833,4182
1882,186
1406,2323
423,58
86,1570
730,3399
722,1026
637,169
259,21
1749,1065
1290,1900
1320,1960
1132,657
542,3408
1121,624
1289,812
1232,482
847,4193
281,896
1868,165
1848,777
644,186
1559,1669
646,382
676,673
1145,636
871,785
1272,109
1139,149
56,571
239,2768
972,2362
1254,336
154,197
368,3303
232,1341
1616,573
932,388
1197,423
1839,2145
621,2766
120,1917
203,1187
466,1386
1163,468
723,4050
1300,245
818,189
693,2061
1656,382
780,790
1027,493
1231,748
1102,2162
1712,510
1329,1132
334,901
787,814
488,695
1491,585
744,612
1682,2441
569,906
484,1113
576,911
1876,416
493,902
669,418
250,2024
556,894
994,388
691,2980
1788,1429
1523,2094
1193,505
235,1703
546,2783
1854,4065
1147,996
114,885
880,1480
1420,1781
360,286
1743,3507
113,69
1116,131
546,339
1624,3329
393,2319
1681,3029
1884,947
690,3939
1293,1232
712,293
1373,550
257,225
1378,3972
1510,550
836,2945
256,1469
598,997
171,2327
951,4223
53,1054
753,1508
949,964
754,476
18,480
297,1378
832,2342
1268,1478
83,795
1339,3523
1273,2082
131,21
516,792
367,3141
1877,349
1244,2301
124,1352
422,648
1783,66
784,3882
1119,1049
900,816
1671,1043
1072,2469
37,531
1846,615
1493,385
992,3497
1531,1152
1410,183
1892,2666
576,1321
109,326
607,758
1187,189
1655,249
1888,1508
1807,4117
932,1702
1418,906
513,103
549,839
62,359
1852,1393
1280,2447
1732,998
617,1485
1191,3615
83,501
662,1519
1030,1727
1736,1566
1676,1936
160,1557
1080,780
550,3752
300,41
598,65
1071,762
767,1285
106,1393
320,3109
1702,2116
153,2172
1884,1474
808,2472
296,1537
208,212
191,2468
448,1072
1450,1629
268,344
375,599
58,76
1096,3459
731,471
453,235
705,1909
1578,1307
1394,2029
921,3334
832,1404
1567,2301
1207,4002
1722,928
137,2036
1076,258
645,930
1155,932
648,469
1032,2087
1692,183
36,192
1125,1629
1377,724
1463,211
211,827
1687,1585
1812,2094
951,4222
1649,308
1482,1639
742,4067
8,214
195,426
249,483
249,795
1679,1520
879,220
1576,1143
265,2897
23,590
564,3795
357,189
1277,1139
1271,1066
505,3114
773,970
1406,2116
1531,249
989,2094
322,533
671,58
694,2597
1211,546
695,877
1350,2838
396,2338
296,1811
1205,1282
922,1146
1632,464
787,1351
1471,729
1758,382
647,2453
116,1893
1113,938
844,512
871,831
1431,310
1281,310
173,1157
1037,319
1261,29
558,87
885,390
178,369
1291,897
208,236
1674,790
214,1393
329,152
1134,734
1851,1878
1389,99
312,152
325,320
1689,3245
232,182
1761,677
1697,1172
431,637
1803,953
95,431
1257,797
1304,3782
135,718
1399,2362
824,453
878,1118
456,186
793,177
478,3591
57,1116
276,2136
212,1373
472,3580
641,68
63,209
1058,324
688,1057
127,1974
1051,2634
889,182
1048,3893
1068,1065
1885,109
252,1761
966,431
1880,1674
1883,800
484,3575
1430,131
1552,345
55,1020
452,3546
156,1630
280,1157
186,1830
878,902
1351,439
566,1182
1282,1057
191,1274
482,3600
92,648
214,960
189,2449
1003,126
547,2302
1364,137
1597,336
274,2946
1441,365
636,2126
61,98
1590,3203
452,911
1315,971
485,1122
1785,2386
989,398
1044,272
1215,2483
1409,275
469,1181
1623,2997
922,149
371,48
295,39
1645,3804
26,641
1047,2614
1257,85
740,1039
632,3675
300,3046
70,637
599,744
1469,3003
1764,1603
986,378
688,3348
1850,4366
989,2696
313,1310
1281,3295
661,2939
112,1472
1331,2463
672,3977
471,152
1060,505
1323,449
1451,329
1247,1569
100,1708
473,963
1059,1266
255,1278
296,1357
722,512
1757,3503
659,1540
1882,3319
1335,963
1126,2389
674,2593
1292,3367
1177,172
1643,282
1434,759
989,403
828,235
1193,901
485,431
680,1248
739,1034
1646,2747
283,2994
1782,891
1542,758
1391,1422
997,339
1549,2067
1123,929
1215,1282
774,1336
441,154
1843,3257
987,1183
1304,2233
1749,2986
1732,2975
479,565
1216,436
431,1490
1619,4467
847,2158
424,1605
236,418
554,949
1364,1312
1500,1065
1357,3190
405,321
1184,258
1340,625
1122,1167
1434,50
1000,119
209,268
20,520
1751,293
1361,1136
1163,2089
249,1759
762,4095
219,2652
779,755
1536,2490
1569,360
283,1086
209,253
90,1568
150,829
58,1126
519,143
305,1034
677,2452
271,2304
1770,1319
1241,1037
10,288
302,346
554,1931
389,2109
460,3565
1639,1293
22,191
977,1708
75,97
969,203
717,3484
1444,2292
837,455
1549,186
1147,1066
1410,971
1048,3128
1397,3516
1731,4476
813,2130
1256,3772
255,2835
1146,3239
545,517
1370,83
1515,1649
1853,1982
1603,1797
1648,931
1550,1705
1419,186
483,1124
1525,762
415,316
1002,567
426,3472
1019,178
491,1822
689,119
1200,98
26,651
942,1881
1266,4135
369,1004
1656,117
1711,1392
1032,688
368,897
1050,708
887,2530
208,1465
1680,4393
1207,2880
791,82
772,3175
689,300
1080,303
842,604
1091,1610
931,1596
1819,185
1209,254
1559,2404
349,1680
1762,119
1168,458
492,1811
687,434
169,1537
166,204
543,1690
733,137
1769,1587
1357,974
595,449
166,1584
351,2568
195,619
899,533
1217,600
1787,336
787,553
1415,259
1324,2554
1415,250
201,878
1831,1346
1671,412
778,85
309,974
560,1822
873,483
1156,911
610,2785
935,1574
1041,3170
351,231
477,299
1133,897
1309,2109
1386,1824
1517,3436
1404,1194
928,231
399,46
70,711
647,2392
1110,794
1288,765
310,329
110,1829
834,585
1390,615
1339,1576
763,724
1335,3368
257,5
1445,3040
1298,490
1496,1303
1315,48
1311,3637
656,164
1417,2612
952,931
851,711
1113,580
1526,431
484,674
1267,493
660,2166
1499,1347
467,136
1346,186
1041,2603
1341,787
256,2843
871,3134
713,65
1276,1050
388,675
303,1780
1522,1949
603,2667
1056,2259
1825,3215
865,301
1417,3077
1028,4355
165,1810
1343,4350
832,211
846,690
394,3373
690,585
255,965
1623,702
175,2026
638,1524
448,3536
1612,68
1022,4272
895,780
1117,3459
35,812
369,526
988,314
1726,2001
85,259
514,3197
642,964
152,893
281,257
776,705
1019,163
485,2410
1673,2925
1125,4408
18,472
1020,182
682,737
380,1719
969,1340
691,2674
734,1308
794,688
146,1720
806,1755
265,2768
189,221
1789,614
1703,606
22,330
1291,349
1659,61
783,4127
1679,94
237,1156
1533,2423
348,2978
1422,1498
1380,4091
145,182
1732,252
1105,2111
530,2254
851,1180
1029,1994
1300,432
494,2940
1371,2380
1481,2545
1075,1620
319,1966
1542,541
291,829
1053,226
1339,3634
705,2158
932,1493
37,833
216,331
692,317
647,21
130,959
1747,1151
328,1996
1301,2898
710,2037
1857,688
841,402
1257,311
1067,1131
1885,249
1629,732
942,541
511,16
625,1822
776,895
1886,829
1326,1454
1404,1779
234,1922
485,3609
972,351
1111,3596
1829,2980
212,2571
90,990
1778,736
1070,601
1270,799
371,6
948,1629
881,423
1726,4243
24,591
981,219
194,277
1255,346
1220,416
1386,55
1206,2310
1788,1444
382,1642
431,455
1648,4340
1276,4026
400,2505
1588,1218
1114,2485
1843,4309
1013,3723
935,3343
1367,219
553,2241
461,1425
697,1296
486,334
1000,174
141,219
1522,2802
1104,102
601,187
563,387
1819,177
103,844
1310,1700
522,2052
1851,2121
1245,1635
1217,1187
1044,172
600,1364
287,695
245,415
897,2085
264,2420
876,284
886,636
905,1786
1691,99
1046,183
1869,231
949,237
621,3251
1077,344
1344,708
106,1391
377,1394
635,421
585,2100
775,2190
522,1782
446,3533
919,3374
830,96
860,55
1565,631
216,27
713,1810
111,766
1829,1639
299,1910
1175,3641
64,1248
1490,2507
1198,2233
49,1010
1685,1660
1536,2076
1526,3013
292,206
274,2944
1662,1332
799,4122
815,673
1719,3978
70,1174
852,4036
1743,3531
412,128
1122,1139
780,1825
1756,684
1413,183
503,673
531,642
1747,1144
1541,1408
671,1386
1062,943
1479,396
398,192
1076,993
1070,325
1351,3642
87,1603
1055,3166
134,2009
495,1638
442,231
1303,231
230,2697
1290,1253
395,2426
743,708
1155,1830
133,1997
988,910
30,83
776,2608
626,1376
1233,1521
967,1894
1036,917
378,217
1359,246
1577,3063
887,152
456,493
1333,1300
1866,309
153,2170
1390,726
937,897
601,282
341,2095
1876,377
570,2982
484,328
351,324
1600,107
1280,1420
1275,1078
1476,1246
606,3471
1176,1778
1827,678
1855,203
873,1467
1221,956
1061,1824
1777,336
1530,1309
1341,437
893,3846
1478,42
1850,1254
1804,308
1543,1065
1387,2090
1321,421
1877,544
223,2673
266,1786
1069,977
347,246
351,1396
341,2763
1583,3966
1024,1517
292,2858
1552,2357
1699,272
871,779
867,2710
1785,4125
936,418
370,3309
1172,110
1114,2484
520,1670
242,588
828,373
1658,2777
1631,1132
52,182
625,2470
1406,456
610,3241
803,1065
845,4191
1533,1687
1496,3334
1567,146
152,2161
1501,3711
926,1250
1455,1220
376,1194
227,97
1186,1649
1623,2864
1158,394
571,2438
199,233
1656,39
344,3201
1621,1057
1212,68
1618,2007
1083,1629
1559,1797
1057,3495
1634,631
1334,165
1590,331
550,533
563,3792
1374,227
385,3357
265,1173
638,1057
303,434
1604,748
24,612
750,3121
882,726
1554,4065
556,604
119,1225
1720,385
552,172
1733,683
426,2097
539,118
1343,767
1759,2735
1864,1915
1077,296
1051,574
1183,1996
528,54
484,793
949,273
296,1235
1154,2221
1250,780
233,415
232,402
1820,1160
834,674
952,449
1795,1560
581,436
339,2597
1701,3832
1690,4074
1591,1476
21,557
1666,126
1230,636
251,910
380,3333
1795,1557
1143,115
1621,1682
833,804
178,1248
34,779
548,2652
838,298
1070,2456
1633,282
653,2061
273,378
