user,pred_no_ns,ground_truth,common_items,common_len,gt_len,common_len/K,not_in_pred,not_in_pred_len,not_in_pred_len/K,not_in_gt,not_in_gt_len,not_in_gt_len/K,not_in_pred/GT,common_len/GT
235,[ 581  676   65  176  966 1628  420  334  168  329],"[192, 2741, 2671, 2738, 334, 2166]",[334],1,6,0.1,"[192, 2741, 2671, 2738, 2166]",5,0.5,"[581, 676, 65, 176, 966, 1628, 420, 168, 329]",9,0.9,0.8333333333333334,0.16666666666666666
1842,[ 338 1224 3397  512  482  790 1568 3140 1573  793],"[1485, 2273, 4463, 1233, 3397, 779]",[3397],1,6,0.1,"[1485, 2273, 4463, 1233, 779]",5,0.5,"[338, 1224, 512, 482, 790, 1568, 3140, 1573, 793]",9,0.9,0.8333333333333334,0.16666666666666666
137,[ 151  144 1522 1584  440  970  190  930 1156  828],"[2056, 940, 1584, 2052, 400, 640, 828, 439]","[1584, 828]",2,8,0.2,"[2056, 940, 2052, 400, 640, 439]",6,0.6,"[151, 144, 1522, 440, 970, 190, 930, 1156]",8,0.8,0.75,0.25
431,[ 253  381  388  126  130  393 1240  119  549 1258],"[119, 384, 3490, 379, 3489, 377, 3410, 1705, 543]",[119],1,9,0.1,"[384, 3490, 379, 3489, 377, 3410, 1705, 543]",8,0.8,"[253, 381, 388, 126, 130, 393, 1240, 549, 1258]",9,0.9,0.8888888888888888,0.1111111111111111
1711,[ 731  926  482 1669  620  718  511 1906 3137  522],"[482, 505, 1667, 620, 3779, 511, 4147, 3784]","[482, 620, 511]",3,8,0.3,"[505, 1667, 3779, 4147, 3784]",5,0.5,"[731, 926, 1669, 718, 1906, 3137, 522]",7,0.7,0.625,0.375
1682,[ 251  438  117 1320   90  916  624  989  339  923],"[437, 3879, 4004, 438]",[438],1,4,0.1,"[437, 3879, 4004]",3,0.3,"[251, 117, 1320, 90, 916, 624, 989, 339, 923]",9,0.9,0.75,0.25
770,[ 381  388 1064  127  545  576 1921  717  245 2253],"[3114, 460, 118, 1284, 369, 381, 388]","[388, 381]",2,7,0.2,"[3114, 460, 118, 1284, 369]",5,0.5,"[1064, 127, 545, 576, 1921, 717, 245, 2253]",8,0.8,0.7142857142857143,0.2857142857142857
1404,[ 581  279  172  411 2066 1937  582  272  587 1033],"[827, 491]",[],0,2,0.0,"[827, 491]",2,0.2,"[581, 279, 172, 411, 2066, 1937, 582, 272, 587, 1033]",10,1.0,1.0,0.0
1435,[ 509  512 1883  312  102  511  482  747  530  793],"[522, 612, 309, 312, 528, 775, 933, 1543]",[312],1,8,0.1,"[522, 612, 309, 528, 775, 933, 1543]",7,0.7,"[509, 512, 1883, 102, 511, 482, 747, 530, 793]",9,0.9,0.875,0.125
1398,[ 906  910  248  731 1796 3377  269  118  989  384],"[116, 758, 993, 906, 2295, 1683, 4208, 251]",[906],1,8,0.1,"[116, 758, 993, 2295, 1683, 4208, 251]",7,0.7,"[910, 248, 731, 1796, 3377, 269, 118, 989, 384]",9,0.9,0.875,0.125
895,[  93 1221  440  144 2475  338  722  248 2089  431],"[1225, 532, 611, 1921, 1522, 3527, 426, 780]",[],0,8,0.0,"[1225, 532, 611, 1921, 1522, 3527, 426, 780]",8,0.8,"[93, 1221, 440, 144, 2475, 338, 722, 248, 2089, 431]",10,1.0,1.0,0.0
301,[ 962  333  186 3539  676 2643 1865  963  295  420],"[344, 2848, 186, 962, 504, 676, 3060]","[962, 186, 676]",3,7,0.3,"[344, 2848, 504, 3060]",4,0.4,"[333, 3539, 2643, 1865, 963, 295, 420]",7,0.7,0.5714285714285714,0.42857142857142855
1245,[ 784 3296  827  283  778  292  711 1874  779  795],"[1574, 313, 794, 711, 3992]",[711],1,5,0.1,"[1574, 313, 794, 3992]",4,0.4,"[784, 3296, 827, 283, 778, 292, 1874, 779, 795]",9,0.9,0.8,0.2
789,[ 997  543   80  598  442 3836  242 1064  624  916],"[803, 3836, 3316, 4142, 900]",[3836],1,5,0.1,"[803, 3316, 4142, 900]",4,0.4,"[997, 543, 80, 598, 442, 242, 1064, 624, 916]",9,0.9,0.8,0.2
1279,[ 248  823  381  118  384  937 1425  899  348  995],"[3377, 244, 2444, 248]",[248],1,4,0.1,"[3377, 244, 2444]",3,0.3,"[823, 381, 118, 384, 937, 1425, 899, 348, 995]",9,0.9,0.75,0.25
1523,[ 249   41  910  576  109  937  575 1156  255 1322],"[1897, 148, 1682, 1315, 1322, 2461, 37]",[1322],1,7,0.1,"[1897, 148, 1682, 1315, 2461, 37]",6,0.6,"[249, 41, 910, 576, 109, 937, 575, 1156, 255]",9,0.9,0.8571428571428571,0.14285714285714285
228,[  45  426  827  617  336 1489  164   90  176  419],"[2039, 90, 426, 45, 2690]","[426, 90, 45]",3,5,0.3,"[2039, 2690]",2,0.2,"[827, 617, 336, 1489, 164, 176, 419]",7,0.7,0.4,0.6
179,[ 299  319  307  338  298 1237  540  318  300  216],"[299, 1817, 319, 753, 1820, 621, 2224]","[299, 319]",2,7,0.2,"[1817, 753, 1820, 621, 2224]",5,0.5,"[307, 338, 298, 1237, 540, 318, 300, 216]",8,0.8,0.7142857142857143,0.2857142857142857
1420,[1320 1316 1311 1309  620 1312  543  898  141 2838],"[299, 1311, 731, 1755, 141, 307, 242, 4174]","[141, 1311]",2,8,0.2,"[299, 731, 1755, 307, 242, 4174]",6,0.6,"[1320, 1316, 1309, 620, 1312, 543, 898, 2838]",8,0.8,0.75,0.25
346,[ 239  371  544 1643  430  132 1113  386  993  381],"[2034, 2360, 1640, 710, 2964, 239, 544, 110, 2879, 3217]","[544, 239]",2,10,0.2,"[2034, 2360, 1640, 710, 2964, 110, 2879, 3217]",8,0.8,"[371, 1643, 430, 132, 1113, 386, 993, 381]",8,0.8,0.8,0.2
1871,[1520  705 1182 1186   93 1779 1189  892 1523  726],"[2853, 1777, 1182, 549]",[1182],1,4,0.1,"[2853, 1777, 549]",3,0.3,"[1520, 705, 1186, 93, 1779, 1189, 892, 1523, 726]",9,0.9,0.75,0.25
1847,[ 617  105 2049   95  970  828  928 1634 1584 1651],"[4347, 3091, 2985, 2310, 955, 2342]",[],0,6,0.0,"[4347, 3091, 2985, 2310, 955, 2342]",6,0.6,"[617, 105, 2049, 95, 970, 828, 928, 1634, 1584, 1651]",10,1.0,1.0,0.0
1749,[ 743  735 1715 1388 1400  885  737 1096 1231 3930],"[737, 735, 743, 3658]","[737, 743, 735]",3,4,0.3,[3658],1,0.1,"[1715, 1388, 1400, 885, 1096, 1231, 3930]",7,0.7,0.25,0.75
1731,[ 999 1679  995 3502  125 1725  247  384 2157  910],"[241, 2302, 1486, 1679, 3502, 1421]","[3502, 1679]",2,6,0.2,"[241, 2302, 1486, 1421]",4,0.4,"[999, 995, 125, 1725, 247, 384, 2157, 910]",8,0.8,0.6666666666666666,0.3333333333333333
281,[ 685  257  489  436  570  341 1186  827  242  191],"[1182, 1454, 2988]",[],0,3,0.0,"[1182, 1454, 2988]",3,0.3,"[685, 257, 489, 436, 570, 341, 1186, 827, 242, 191]",10,1.0,1.0,0.0
740,[  44 1168 1436 1425  703 2553  276 2926 1915 2391],"[965, 1090]",[],0,2,0.0,"[965, 1090]",2,0.2,"[44, 1168, 1436, 1425, 703, 2553, 276, 2926, 1915, 2391]",10,1.0,1.0,0.0
940,[ 930 1778  348   93  444  446  437 1828  929  440],"[2106, 3103, 1313]",[],0,3,0.0,"[2106, 3103, 1313]",3,0.3,"[930, 1778, 348, 93, 444, 446, 437, 1828, 929, 440]",10,1.0,1.0,0.0
825,[ 718 3997  694 3649  926 1117   46   52  324  918],"[46, 331, 916, 649, 1117]","[1117, 46]",2,5,0.2,"[331, 916, 649]",3,0.3,"[718, 3997, 694, 3649, 926, 52, 324, 918]",8,0.8,0.6,0.4
408,[ 168 1393  279  966  581  673  411  176  171  184],"[411, 2644, 2993, 3417, 2200]",[411],1,5,0.1,"[2644, 2993, 3417, 2200]",4,0.4,"[168, 1393, 279, 966, 581, 673, 176, 171, 184]",9,0.9,0.8,0.2
1381,[1193  444  923  896 1520  141 2141 1780  598 1523],"[923, 216, 106, 2094, 323, 2082, 1520]","[1520, 923]",2,7,0.2,"[216, 106, 2094, 323, 2082]",5,0.5,"[1193, 444, 896, 141, 2141, 1780, 598, 1523]",8,0.8,0.7142857142857143,0.2857142857142857
1750,[ 677  679 1231 2089 1722  422  923  685  791 1995],"[4378, 997, 987, 4242, 1099, 2089, 522]",[2089],1,7,0.1,"[4378, 997, 987, 4242, 1099, 522]",6,0.6,"[677, 679, 1231, 1722, 422, 923, 685, 791, 1995]",9,0.9,0.8571428571428571,0.14285714285714285
207,[ 975 1219 1526 4063 2475  899 2089 1260  784  300],"[2385, 731, 1694, 682, 316, 780, 2597]",[],0,7,0.0,"[2385, 731, 1694, 682, 316, 780, 2597]",7,0.7,"[975, 1219, 1526, 4063, 2475, 899, 2089, 1260, 784, 300]",10,1.0,1.0,0.0
980,[ 281  167  180  959 1898   50  962  168  174  295],"[343, 181, 681, 695]",[],0,4,0.0,"[343, 181, 681, 695]",4,0.4,"[281, 167, 180, 959, 1898, 50, 962, 168, 174, 295]",10,1.0,1.0,0.0
1688,[ 892  530 1779  592  452   93 1520  930  540  348],"[448, 592, 628, 3002, 1766]",[592],1,5,0.1,"[448, 628, 3002, 1766]",4,0.4,"[892, 530, 1779, 452, 93, 1520, 930, 540, 348]",9,0.9,0.8,0.2
664,[ 346  995  118  185  128  125  245 2062 1796  973],"[3971, 125, 3972, 3230, 3020, 537, 2023]",[125],1,7,0.1,"[3971, 3972, 3230, 3020, 537, 2023]",6,0.6,"[346, 995, 118, 185, 128, 245, 2062, 1796, 973]",9,0.9,0.8571428571428571,0.14285714285714285
699,[ 467  933  372   80 1618  823  620  542  382 1306],"[319, 1669, 620, 1606, 476]",[620],1,5,0.1,"[319, 1669, 1606, 476]",4,0.4,"[467, 933, 372, 80, 1618, 823, 542, 382, 1306]",9,0.9,0.8,0.2
1795,[ 249  246  245  345  937   41 3230  108  905  419],"[2489, 576, 1560, 245, 635, 618, 2321]",[245],1,7,0.1,"[2489, 576, 1560, 635, 618, 2321]",6,0.6,"[249, 246, 345, 937, 41, 3230, 108, 905, 419]",9,0.9,0.8571428571428571,0.14285714285714285
685,[ 127 1685  933  725  261  262  916 2220 1668 1224],"[3260, 909, 744, 477]",[],0,4,0.0,"[3260, 909, 744, 477]",4,0.4,"[127, 1685, 933, 725, 261, 262, 916, 2220, 1668, 1224]",10,1.0,1.0,0.0
1873,[ 955  271  422 1094  685  796  182  582  417 3296],"[3260, 1552, 485, 3296, 693]",[3296],1,5,0.1,"[3260, 1552, 485, 693]",4,0.4,"[955, 271, 422, 1094, 685, 796, 182, 582, 417]",9,0.9,0.8,0.2
1647,[ 545  453  438  346  415 2296  826 1523 2302  939],"[4479, 823, 369, 1002]",[],0,4,0.0,"[4479, 823, 369, 1002]",4,0.4,"[545, 453, 438, 346, 415, 2296, 826, 1523, 2302, 939]",10,1.0,1.0,0.0
141,[ 335  582  966  176 1393  271  182  168  164  230],"[687, 489]",[],0,2,0.0,"[687, 489]",2,0.2,"[335, 582, 966, 176, 1393, 271, 182, 168, 164, 230]",10,1.0,1.0,0.0
992,[1315  718   41   49   38  761  770  703  334  925],"[2519, 339, 1315]",[1315],1,3,0.1,"[2519, 339]",2,0.2,"[718, 41, 49, 38, 761, 770, 703, 334, 925]",9,0.9,0.6666666666666666,0.3333333333333333
1501,[ 279  151  172  328  402  167 1049  976 1048  176],"[610, 290, 2070, 151]",[151],1,4,0.1,"[610, 290, 2070]",3,0.3,"[279, 172, 328, 402, 167, 1049, 976, 1048, 176]",9,0.9,0.75,0.25
997,[ 558   52  855  297 2559  858  707  861  805 2391],"[659, 2366, 852, 1708]",[],0,4,0.0,"[659, 2366, 852, 1708]",4,0.4,"[558, 52, 855, 297, 2559, 858, 707, 861, 805, 2391]",10,1.0,1.0,0.0
905,[281 295 676 333 188 296 489 174 218 185],"[2644, 174, 1276, 65]",[174],1,4,0.1,"[2644, 1276, 65]",3,0.3,"[281, 295, 676, 333, 188, 296, 489, 218, 185]",9,0.9,0.75,0.25
1844,[1264 1761 1919 1754  784  613 2335 2339 2334 2784],"[1919, 2746, 1419, 1920]",[1919],1,4,0.1,"[2746, 1419, 1920]",3,0.3,"[1264, 1761, 1754, 784, 613, 2335, 2339, 2334, 2784]",9,0.9,0.75,0.25
485,[ 402 1894  961  681  495  274  685  582  965 1648],"[181, 151, 582, 495]","[582, 495]",2,4,0.2,"[181, 151]",2,0.2,"[402, 1894, 961, 681, 274, 685, 965, 1648]",8,0.8,0.5,0.5
104,[1182 1523  828 2607  896 1599 2478   54  307  298],"[1537, 1187, 1787, 1782, 1774, 1773, 1785, 1182, 1781, 1784]",[1182],1,10,0.1,"[1537, 1187, 1787, 1782, 1774, 1773, 1785, 1781, 1784]",9,0.9,"[1523, 828, 2607, 896, 1599, 2478, 54, 307, 298]",9,0.9,0.9,0.1
371,[543 731 931 437 430  38 624 348 141 734],"[1147, 715, 724, 989, 319, 38]",[38],1,6,0.1,"[1147, 715, 724, 989, 319]",5,0.5,"[543, 731, 931, 437, 430, 624, 348, 141, 734]",9,0.9,0.8333333333333334,0.16666666666666666
828,[ 102 1156  733  437 3363 1067  938 2381 1481  395],"[93, 102, 450, 2667, 395]","[395, 102]",2,5,0.2,"[93, 450, 2667]",3,0.3,"[1156, 733, 437, 3363, 1067, 938, 2381, 1481]",8,0.8,0.6,0.4
528,[  81 1014  617  530  437  348  800  864 1544   93],"[734, 67, 731, 116, 2391, 1775]",[],0,6,0.0,"[734, 67, 731, 116, 2391, 1775]",6,0.6,"[81, 1014, 617, 530, 437, 348, 800, 864, 1544, 93]",10,1.0,1.0,0.0
213,[ 205 1401 2640  272  176  296 1791 1094  167  206],"[1791, 966, 1792, 1404]",[1791],1,4,0.1,"[966, 1792, 1404]",3,0.3,"[205, 1401, 2640, 272, 176, 296, 1094, 167, 206]",9,0.9,0.75,0.25
897,[ 599 2115  446  733  612 2109  616   91   84  726],"[2115, 594, 84, 1662, 2315, 387]","[2115, 84]",2,6,0.2,"[594, 1662, 2315, 387]",4,0.4,"[599, 446, 733, 612, 2109, 616, 91, 726]",8,0.8,0.6666666666666666,0.3333333333333333
580,[1109  101   96  234  121 2054  437 1183  707  542],"[3088, 17, 114, 3819, 3768]",[],0,5,0.0,"[3088, 17, 114, 3819, 3768]",5,0.5,"[1109, 101, 96, 234, 121, 2054, 437, 1183, 707, 542]",10,1.0,1.0,0.0
1760,[1056  330 3148  962  295  274  188 1898 1046 1469],"[167, 753, 301, 1056, 161, 2265, 530]",[1056],1,7,0.1,"[167, 753, 301, 161, 2265, 530]",6,0.6,"[330, 3148, 962, 295, 274, 188, 1898, 1046, 1469]",9,0.9,0.8571428571428571,0.14285714285714285
1144,[ 543 2033 1634 1247 1190  557  545 4067  803 1240],"[1193, 543, 2463, 2732, 1241, 2462, 1190]","[1190, 543]",2,7,0.2,"[1193, 2463, 2732, 1241, 2462]",5,0.5,"[2033, 1634, 1247, 557, 545, 4067, 803, 1240]",8,0.8,0.7142857142857143,0.2857142857142857
48,[ 613  893  892  608  515  593  532 1758  886  803],"[892, 893, 593, 1010, 608, 613]","[608, 613, 593, 892, 893]",5,6,0.5,[1010],1,0.1,"[515, 532, 1758, 886, 803]",5,0.5,0.16666666666666666,0.8333333333333334
293,[ 341 2765  975  298  204 1382  681  292  672  683],"[197, 2611, 2101, 955, 1329]",[],0,5,0.0,"[197, 2611, 2101, 955, 1329]",5,0.5,"[341, 2765, 975, 298, 204, 1382, 681, 292, 672, 683]",10,1.0,1.0,0.0
1129,[1921  430  737  255  258  204  989  262  109  128],"[549, 242, 255, 3865, 695, 2964]",[255],1,6,0.1,"[549, 242, 3865, 695, 2964]",5,0.5,"[1921, 430, 737, 258, 204, 989, 262, 109, 128]",9,0.9,0.8333333333333334,0.16666666666666666
918,[1252 1628  610  336  827  164  646  274  168  570],"[64, 358, 940, 1684, 3988]",[],0,5,0.0,"[64, 358, 940, 1684, 3988]",5,0.5,"[1252, 1628, 610, 336, 827, 164, 646, 274, 168, 570]",10,1.0,1.0,0.0
1881,[ 133  335 1046  279  582  959  183 1828 1048  281],"[959, 939, 177, 3593, 3251, 1067, 93]",[959],1,7,0.1,"[939, 177, 3593, 3251, 1067, 93]",6,0.6,"[133, 335, 1046, 279, 582, 183, 1828, 1048, 281]",9,0.9,0.8571428571428571,0.14285714285714285
1454,[ 307 1221  309  784 1526  292  235 1873 2342 1722],"[316, 1866, 322, 4377, 1228, 1232, 3721, 1817]",[],0,8,0.0,"[316, 1866, 322, 4377, 1228, 1232, 3721, 1817]",8,0.8,"[307, 1221, 309, 784, 1526, 292, 235, 1873, 2342, 1722]",10,1.0,1.0,0.0
125,[ 181  168  581  966 1048 1628   65  190  589  570],"[202, 167, 673, 950, 581]",[581],1,5,0.1,"[202, 167, 673, 950]",4,0.4,"[181, 168, 966, 1048, 1628, 65, 190, 589, 570]",9,0.9,0.8,0.2
1526,[ 916  925  922  370 1638  761 2263   41 1995  918],"[916, 2840]",[916],1,2,0.1,[2840],1,0.1,"[925, 922, 370, 1638, 761, 2263, 41, 1995, 918]",9,0.9,0.5,0.5
947,[151 336 963 164 218 168 345 570 676 328],"[296, 151, 192, 82, 1184, 962, 2716, 4299, 2822, 420]",[151],1,10,0.1,"[296, 192, 82, 1184, 962, 2716, 4299, 2822, 420]",9,0.9,"[336, 963, 164, 218, 168, 345, 570, 676, 328]",9,0.9,0.9,0.1
347,[ 126  388  251  239 1064 2220 1704  624  576  910],"[2586, 1560, 1634, 266, 3227, 3229, 2252]",[],0,7,0.0,"[2586, 1560, 1634, 266, 3227, 3229, 2252]",7,0.7,"[126, 388, 251, 239, 1064, 2220, 1704, 624, 576, 910]",10,1.0,1.0,0.0
91,[ 649  368  736  928  570 1252   47  641  659   42],"[47, 1652, 1657, 1653]",[47],1,4,0.1,"[1652, 1657, 1653]",3,0.3,"[649, 368, 736, 928, 570, 1252, 641, 659, 42]",9,0.9,0.75,0.25
557,[ 184 3539  589  725  271  632  218  428  400 2368],"[184, 975, 3654, 191, 1053, 3096, 2793]",[184],1,7,0.1,"[975, 3654, 191, 1053, 3096, 2793]",6,0.6,"[3539, 589, 725, 271, 632, 218, 428, 400, 2368]",9,0.9,0.8571428571428571,0.14285714285714285
1344,[ 593  890  613  609  433  836  726 1333  892  893],"[734, 605, 534]",[],0,3,0.0,"[734, 605, 534]",3,0.3,"[593, 890, 613, 609, 433, 836, 726, 1333, 892, 893]",10,1.0,1.0,0.0
1267,[ 281  655  330  187  295  230 1450 2059  232  946],"[2370, 985, 4207, 946, 4445, 825, 329, 187]","[946, 187]",2,8,0.2,"[2370, 985, 4207, 4445, 825, 329]",6,0.6,"[281, 655, 330, 295, 230, 1450, 2059, 232]",8,0.8,0.75,0.25
163,[ 598  256  828 1995 1186 1147 1150 1158  109 4106],"[1685, 2286, 1704]",[],0,3,0.0,"[1685, 2286, 1704]",3,0.3,"[598, 256, 828, 1995, 1186, 1147, 1150, 1158, 109, 4106]",10,1.0,1.0,0.0
1392,[ 649   53  702   68  101 1240 2391  703  647 2690],"[1247, 649, 1981, 1135, 22]",[649],1,5,0.1,"[1247, 1981, 1135, 22]",4,0.4,"[53, 702, 68, 101, 1240, 2391, 703, 647, 2690]",9,0.9,0.8,0.2
857,[ 682  341  432  685 1896 1382 1340  673  417 2613],"[899, 3183, 3922, 381, 422, 1340, 1813, 2626]",[1340],1,8,0.1,"[899, 3183, 3922, 381, 422, 1813, 2626]",7,0.7,"[682, 341, 432, 685, 1896, 1382, 673, 417, 2613]",9,0.9,0.875,0.125
1793,[ 372  153 1287  734 3559 1280  460  744 1743 2658],"[1798, 370, 2081, 805, 3996, 1969]",[],0,6,0.0,"[1798, 370, 2081, 805, 3996, 1969]",6,0.6,"[372, 153, 1287, 734, 3559, 1280, 460, 744, 1743, 2658]",10,1.0,1.0,0.0
1516,[ 725  757   86  100 1156 1509  371   45  770 1500],"[426, 1517, 1516, 3545, 1513, 3436, 2115, 2673, 371, 3437]",[371],1,10,0.1,"[426, 1517, 1516, 3545, 1513, 3436, 2115, 2673, 3437]",9,0.9,"[725, 757, 86, 100, 1156, 1509, 45, 770, 1500]",9,0.9,0.9,0.1
1403,[ 348 1481 3102  929  448  393  636  364 1902 1707],"[348, 3542, 1185, 1756, 3102, 353]","[348, 3102]",2,6,0.2,"[3542, 1185, 1756, 353]",4,0.4,"[1481, 929, 448, 393, 636, 364, 1902, 1707]",8,0.8,0.6666666666666666,0.3333333333333333
1101,[ 745 1333  102  731 3457 3659 1523 1809 1330  939],"[1520, 986, 1657, 450, 3759]",[],0,5,0.0,"[1520, 986, 1657, 450, 3759]",5,0.5,"[745, 1333, 102, 731, 3457, 3659, 1523, 1809, 1330, 939]",10,1.0,1.0,0.0
1753,[  65  220  827  345  572  426  151 1370 1449 1336],"[151, 3493, 168, 220, 1361, 357, 3869, 233]","[220, 151]",2,8,0.2,"[3493, 168, 1361, 357, 3869, 233]",6,0.6,"[65, 827, 345, 572, 426, 1370, 1449, 1336]",8,0.8,0.75,0.25
915,[  80  744  324  100 3137 1823  420  933  734  204],"[1434, 3440, 2312, 2115, 80, 2381]",[80],1,6,0.1,"[1434, 3440, 2312, 2115, 2381]",5,0.5,"[744, 324, 100, 3137, 1823, 420, 933, 734, 204]",9,0.9,0.8333333333333334,0.16666666666666666
1727,[3051  453  448  360  450 1001 1842  939  930 1481],"[110, 448, 130, 2426, 4168, 1705, 823]",[448],1,7,0.1,"[110, 130, 2426, 4168, 1705, 823]",6,0.6,"[3051, 453, 360, 450, 1001, 1842, 939, 930, 1481]",9,0.9,0.8571428571428571,0.14285714285714285
902,[ 333 1628  681  963  186  171  673  420  281  292],"[957, 950, 208, 274, 1039, 960]",[],0,6,0.0,"[957, 950, 208, 274, 1039, 960]",6,0.6,"[333, 1628, 681, 963, 186, 171, 673, 420, 281, 292]",10,1.0,1.0,0.0
1870,[ 257  436 2071 2285 2291  683 2283 3316 1158  245],"[1092, 638, 4100, 2281, 3074]",[],0,5,0.0,"[1092, 638, 4100, 2281, 3074]",5,0.5,"[257, 436, 2071, 2285, 2291, 683, 2283, 3316, 1158, 245]",10,1.0,1.0,0.0
402,[1522  876  285   93  298  892  778  784  591 2089],"[532, 1785, 685, 257, 269, 1522]",[1522],1,6,0.1,"[532, 1785, 685, 257, 269]",5,0.5,"[876, 285, 93, 298, 892, 778, 784, 591, 2089]",9,0.9,0.8333333333333334,0.16666666666666666
1030,[ 784  292  803 1522  598  307 1867 2746  778  630],"[684, 593, 337]",[],0,3,0.0,"[684, 593, 337]",3,0.3,"[784, 292, 803, 1522, 598, 307, 1867, 2746, 778, 630]",10,1.0,1.0,0.0
133,[ 307  504  312 1221  313  292  298  711 1118  525],"[2011, 614, 901, 612]",[],0,4,0.0,"[2011, 614, 901, 612]",4,0.4,"[307, 504, 312, 1221, 313, 292, 298, 711, 1118, 525]",10,1.0,1.0,0.0
531,[ 163 1158  186  167  191  181  274 1449   65  341],"[151, 163, 1931, 1147]",[163],1,4,0.1,"[151, 1931, 1147]",3,0.3,"[1158, 186, 167, 191, 181, 274, 1449, 65, 341]",9,0.9,0.75,0.25
172,[ 324  400   98   82 1374   50  443  426 2822  151],"[2346, 146, 2345, 1795, 2348]",[],0,5,0.0,"[2346, 146, 2345, 1795, 2348]",5,0.5,"[324, 400, 98, 82, 1374, 50, 443, 426, 2822, 151]",10,1.0,1.0,0.0
686,[ 890  530   93  843  610  591  613  315 1522 1779],"[3663, 319, 17, 440, 2430, 598, 807]",[],0,7,0.0,"[3663, 319, 17, 440, 2430, 598, 807]",7,0.7,"[890, 530, 93, 843, 610, 591, 613, 315, 1522, 1779]",10,1.0,1.0,0.0
801,[1628  426 1385   41  328 1053  184  245 1345 1304],"[1342, 1629, 2692, 3020, 1383, 2039, 426]",[426],1,7,0.1,"[1342, 1629, 2692, 3020, 1383, 2039]",6,0.6,"[1628, 1385, 41, 328, 1053, 184, 245, 1345, 1304]",9,0.9,0.8571428571428571,0.14285714285714285
1752,[843 613 890 616  93 530  17 444 532 312],"[449, 1543, 613, 1161, 527, 444, 1084]","[444, 613]",2,7,0.2,"[449, 1543, 1161, 527, 1084]",5,0.5,"[843, 890, 616, 93, 530, 17, 532, 312]",8,0.8,0.7142857142857143,0.2857142857142857
1307,[ 681  295  960  965  962 3646  692 1628 2740  186],[2594],[],0,1,0.0,[2594],1,0.1,"[681, 295, 960, 965, 962, 3646, 692, 1628, 2740, 186]",10,1.0,1.0,0.0
312,[ 803  257  216  436 1755 2730  997 1071 1151  230],"[3089, 216, 808, 1533, 803]","[216, 803]",2,5,0.2,"[3089, 808, 1533]",3,0.3,"[257, 436, 1755, 2730, 997, 1071, 1151, 230]",8,0.8,0.6,0.4
121,[ 341  685  975 2089 1382  337  284 1814  899  257],"[1933, 1040, 582, 1629, 899, 272]",[899],1,6,0.1,"[1933, 1040, 582, 1629, 272]",5,0.5,"[341, 685, 975, 2089, 1382, 337, 284, 1814, 257]",9,0.9,0.8333333333333334,0.16666666666666666
1507,[2342 1219  630  308  504 1236  900  733 2475  318],"[1464, 2342]",[2342],1,2,0.1,[1464],1,0.1,"[1219, 630, 308, 504, 1236, 900, 733, 2475, 318]",9,0.9,0.5,0.5
83,[ 976  486  489  186  167 3641  281  146 1648  271],"[1555, 570, 287, 172, 1276]",[],0,5,0.0,"[1555, 570, 287, 172, 1276]",5,0.5,"[976, 486, 489, 186, 167, 3641, 281, 146, 1648, 271]",10,1.0,1.0,0.0
337,[1252  645   67   68   47  659  669 1251   58 2930],"[2887, 52, 1863, 2810, 641, 2791, 47]",[47],1,7,0.1,"[2887, 52, 1863, 2810, 641, 2791]",6,0.6,"[1252, 645, 67, 68, 659, 669, 1251, 58, 2930]",9,0.9,0.8571428571428571,0.14285714285714285
615,[2066 1400 3496 2860 1268 1269 3981  212 1263 1393],"[3899, 1619, 599, 212]",[212],1,4,0.1,"[3899, 1619, 599]",3,0.3,"[2066, 1400, 3496, 2860, 1268, 1269, 3981, 1263, 1393]",9,0.9,0.75,0.25
718,[1450 2060  161 1059 1852 1477  160 3278  186 4099],"[140, 161, 2060, 1059, 2685, 344, 4035]","[161, 1059, 2060]",3,7,0.3,"[140, 2685, 344, 4035]",4,0.4,"[1450, 1852, 1477, 160, 3278, 186, 4099]",7,0.7,0.5714285714285714,0.42857142857142855
1601,[  22 1117  698  699  853  701   52  856   20  694],"[980, 3001, 4360, 3632, 4398]",[],0,5,0.0,"[980, 3001, 4360, 3632, 4398]",5,0.5,"[22, 1117, 698, 699, 853, 701, 52, 856, 20, 694]",10,1.0,1.0,0.0
1300,[ 904  114  733 1156 2049  415  828  315 1161  567],"[4210, 733, 4375, 1956, 1333, 204, 1976]",[733],1,7,0.1,"[4210, 4375, 1956, 1333, 204, 1976]",6,0.6,"[904, 114, 1156, 2049, 415, 828, 315, 1161, 567]",9,0.9,0.8571428571428571,0.14285714285714285
560,[ 624  251 1309  248 3120 1425  118 2594  576 2427],"[2145, 3789, 2025, 3049, 3603, 1236]",[],0,6,0.0,"[2145, 3789, 2025, 3049, 3603, 1236]",6,0.6,"[624, 251, 1309, 248, 3120, 1425, 118, 2594, 576, 2427]",10,1.0,1.0,0.0
1838,[1645 1956  386  990   82  905   99   49 1175  204],"[624, 2393, 587, 2427, 2410]",[],0,5,0.0,"[624, 2393, 587, 2427, 2410]",5,0.5,"[1645, 1956, 386, 990, 82, 905, 99, 49, 1175, 204]",10,1.0,1.0,0.0
