user,pred_ns,ground_truth,common_items,common_len,gt_len,common_len/K,not_in_pred,not_in_pred_len,not_in_pred_len/K,not_in_gt,not_in_gt_len,not_in_gt_len/K,not_in_pred/GT,common_len/GT
673,[1883  403  419 1711 3468  757 3294 2104  977 3047],"[246, 2630, 1131, 904, 3977, 259, 119, 3807, 2222]",[],0,9,0.0,"[246, 2630, 1131, 904, 3977, 259, 119, 3807, 2222]",9,0.9,"[1883, 403, 419, 1711, 3468, 757, 3294, 2104, 977, 3047]",10,1.0,1.0,0.0
2,[3326 3993 3090 1100 3051  732  749 1216 4026 3670],"[90, 83, 85, 54, 45, 105, 84]",[],0,7,0.0,"[90, 83, 85, 54, 45, 105, 84]",7,0.7,"[3326, 3993, 3090, 1100, 3051, 732, 749, 1216, 4026, 3670]",10,1.0,1.0,0.0
962,[3115   19  582 3631 3665  461  796 2610 3767  994],"[607, 540, 3534, 726, 91, 303]",[],0,6,0.0,"[607, 540, 3534, 726, 91, 303]",6,0.6,"[3115, 19, 582, 3631, 3665, 461, 796, 2610, 3767, 994]",10,1.0,1.0,0.0
781,[2639 4183 2606 3887  296  653 3086  603  575 2086],"[1921, 3707, 2290, 522, 902, 285, 3453, 513, 3597]",[],0,9,0.0,"[1921, 3707, 2290, 522, 902, 285, 3453, 513, 3597]",9,0.9,"[2639, 4183, 2606, 3887, 296, 653, 3086, 603, 575, 2086]",10,1.0,1.0,0.0
1024,[ 317 1471 3069 4004 3385 2680 2648 2205 1257 3975],"[336, 2778, 1385, 2648]",[2648],1,4,0.1,"[336, 2778, 1385]",3,0.3,"[317, 1471, 3069, 4004, 3385, 2680, 2205, 1257, 3975]",9,0.9,0.75,0.25
1509,[ 310 4341 2079 1920  335 2671 1522 4390  836  552],"[4396, 2357, 2034, 769, 3113, 1801, 128, 558]",[],0,8,0.0,"[4396, 2357, 2034, 769, 3113, 1801, 128, 558]",8,0.8,"[310, 4341, 2079, 1920, 335, 2671, 1522, 4390, 836, 552]",10,1.0,1.0,0.0
904,[ 505 3388 2917  775 1206 3290  280 1265 1048  215],"[730, 534, 2386, 778, 797, 890, 3296, 1468]",[],0,8,0.0,"[730, 534, 2386, 778, 797, 890, 3296, 1468]",8,0.8,"[505, 3388, 2917, 775, 1206, 3290, 280, 1265, 1048, 215]",10,1.0,1.0,0.0
1109,[1322 3509 1307 1772 2941 3962 3140 4390 4389 1563],"[682, 1433, 900, 337, 791, 303, 711]",[],0,7,0.0,"[682, 1433, 900, 337, 791, 303, 711]",7,0.7,"[1322, 3509, 1307, 1772, 2941, 3962, 3140, 4390, 4389, 1563]",10,1.0,1.0,0.0
298,[2412  208 1893 2462 2209 2057 3562  877 3782 4124],"[2746, 2943, 1663, 1913, 790, 3038, 2754, 2497]",[],0,8,0.0,"[2746, 2943, 1663, 1913, 790, 3038, 2754, 2497]",8,0.8,"[2412, 208, 1893, 2462, 2209, 2057, 3562, 877, 3782, 4124]",10,1.0,1.0,0.0
1371,[3945 1652 2637 2757 2667  222 2627 3791 1466 2459],"[1033, 966, 2672, 167]",[],0,4,0.0,"[1033, 966, 2672, 167]",4,0.4,"[3945, 1652, 2637, 2757, 2667, 222, 2627, 3791, 1466, 2459]",10,1.0,1.0,0.0
1076,[2569 3218 3396 4341 3796  710 4330 2703  741 3788],"[1450, 281, 4195, 1846, 1678]",[],0,5,0.0,"[1450, 281, 4195, 1846, 1678]",5,0.5,"[2569, 3218, 3396, 4341, 3796, 710, 4330, 2703, 741, 3788]",10,1.0,1.0,0.0
1595,[ 198 4462 3711 2268 3164 2696  644 2712  900 3529],"[1338, 104, 2546, 298, 170, 1260, 201]",[],0,7,0.0,"[1338, 104, 2546, 298, 170, 1260, 201]",7,0.7,"[198, 4462, 3711, 2268, 3164, 2696, 644, 2712, 900, 3529]",10,1.0,1.0,0.0
963,[ 877  169 3425 1514 2966  743 1769 2657 3748 2769],"[3530, 898, 310, 543, 2585, 1688, 351, 758]",[],0,8,0.0,"[3530, 898, 310, 543, 2585, 1688, 351, 758]",8,0.8,"[877, 169, 3425, 1514, 2966, 743, 1769, 2657, 3748, 2769]",10,1.0,1.0,0.0
1469,[ 964 1431  827 2110 1515 4146 2545  364  403 2219],"[673, 2062, 296, 672]",[],0,4,0.0,"[673, 2062, 296, 672]",4,0.4,"[964, 1431, 827, 2110, 1515, 4146, 2545, 364, 403, 2219]",10,1.0,1.0,0.0
229,[2381 3689 2505 3379 4142 1681 3770  202  588 3305],"[438, 415, 422, 437]",[],0,4,0.0,"[438, 415, 422, 437]",4,0.4,"[2381, 3689, 2505, 3379, 4142, 1681, 3770, 202, 588, 3305]",10,1.0,1.0,0.0
682,[3105 3702 3773 1040 4343 3894  185 1830 2775  772],"[938, 2157, 1526, 80, 3994, 1221, 1534, 808, 1161, 1109, 64]",[],0,11,0.0,"[938, 2157, 1526, 80, 3994, 1221, 1534, 808, 1161, 1109, 64]",11,1.1,"[3105, 3702, 3773, 1040, 4343, 3894, 185, 1830, 2775, 772]",10,1.0,1.0,0.0
908,[4347 2737  229  919 2868 2668 3881 2749 2442  969],"[374, 744, 100, 435, 376, 450, 1172, 4256, 453]",[],0,9,0.0,"[374, 744, 100, 435, 376, 450, 1172, 4256, 453]",9,0.9,"[4347, 2737, 229, 919, 2868, 2668, 3881, 2749, 2442, 969]",10,1.0,1.0,0.0
749,[2873  374 4334 2770 1893 1553 3380 3205 2390  380],[1268],[],0,1,0.0,[1268],1,0.1,"[2873, 374, 4334, 2770, 1893, 1553, 3380, 3205, 2390, 380]",10,1.0,1.0,0.0
1265,[2966 3587 2881  967 2800 1805 1622 3511 2660  234],"[2340, 285, 4224, 298, 1096, 227, 4443, 899, 1231]",[],0,9,0.0,"[2340, 285, 4224, 298, 1096, 227, 4443, 899, 1231]",9,0.9,"[2966, 3587, 2881, 967, 2800, 1805, 1622, 3511, 2660, 234]",10,1.0,1.0,0.0
1271,[ 596 2968 2810 1183 2092   32 1723  184 1820 3887],"[717, 384, 1567, 3259, 1308, 2235, 1710, 124, 87]",[],0,9,0.0,"[717, 384, 1567, 3259, 1308, 2235, 1710, 124, 87]",9,0.9,"[596, 2968, 2810, 1183, 2092, 32, 1723, 184, 1820, 3887]",10,1.0,1.0,0.0
1290,[2249 3542 2574 3220 1691 2131 2954 2886 3913 4401],"[1809, 843, 600, 885]",[],0,4,0.0,"[1809, 843, 600, 885]",4,0.4,"[2249, 3542, 2574, 3220, 1691, 2131, 2954, 2886, 3913, 4401]",10,1.0,1.0,0.0
1450,[4393 2637 2269  832 3273 3976   36 1221 1158 4467],"[65, 171, 167]",[],0,3,0.0,"[65, 171, 167]",3,0.3,"[4393, 2637, 2269, 832, 3273, 3976, 36, 1221, 1158, 4467]",10,1.0,1.0,0.0
1438,[2842 1715 3380 2956  341 1677 2278 1985 2311  183],"[299, 93, 285, 208, 1306, 436, 784]",[],0,7,0.0,"[299, 93, 285, 208, 1306, 436, 784]",7,0.7,"[2842, 1715, 3380, 2956, 341, 1677, 2278, 1985, 2311, 183]",10,1.0,1.0,0.0
1337,[1288 3333  994 3219 4225  471 3611  432  473 1349],"[4297, 923, 1456, 344, 323, 761, 2398, 3152, 2946]",[],0,9,0.0,"[4297, 923, 1456, 344, 323, 761, 2398, 3152, 2946]",9,0.9,"[1288, 3333, 994, 3219, 4225, 471, 3611, 432, 473, 1349]",10,1.0,1.0,0.0
1505,[3420 4167 1584 4051  508 1116  283  358 3002  222],"[2411, 2551, 1630, 50, 437, 1921]",[],0,6,0.0,"[2411, 2551, 1630, 50, 437, 1921]",6,0.6,"[3420, 4167, 1584, 4051, 508, 1116, 283, 358, 3002, 222]",10,1.0,1.0,0.0
73,[3194 4041 4304 2508  820 1264  336 3295 3875 3341],"[1414, 1419, 1412, 1416, 1411, 1427, 910, 249]",[],0,8,0.0,"[1414, 1419, 1412, 1416, 1411, 1427, 910, 249]",8,0.8,"[3194, 4041, 4304, 2508, 820, 1264, 336, 3295, 3875, 3341]",10,1.0,1.0,0.0
1533,[4142 3296  688 3917 3702  169 2226 2173 4280 1081],"[308, 168, 1887, 1479, 3184]",[],0,5,0.0,"[308, 168, 1887, 1479, 3184]",5,0.5,"[4142, 3296, 688, 3917, 3702, 169, 2226, 2173, 4280, 1081]",10,1.0,1.0,0.0
1229,[2804 2899  841 1870 2889 3949 4451   54  843 3253],"[3862, 1616, 362, 363, 816]",[],0,5,0.0,"[3862, 1616, 362, 363, 816]",5,0.5,"[2804, 2899, 841, 1870, 2889, 3949, 4451, 54, 843, 3253]",10,1.0,1.0,0.0
382,[4393 2637 2348  709  512 3057 2749  172 1181 3628],"[901, 324, 3060, 98, 454, 2268, 340]",[],0,7,0.0,"[901, 324, 3060, 98, 454, 2268, 340]",7,0.7,"[4393, 2637, 2348, 709, 512, 3057, 2749, 172, 1181, 3628]",10,1.0,1.0,0.0
1423,[ 751  149    5 2933 1505  918 4136 3211 2803 3578],"[1086, 1965, 4187, 290, 218, 3539, 589]",[],0,7,0.0,"[1086, 1965, 4187, 290, 218, 3539, 589]",7,0.7,"[751, 149, 5, 2933, 1505, 918, 4136, 3211, 2803, 3578]",10,1.0,1.0,0.0
142,[3541    6  685  705 2130 1461  103  133 4313 3974],"[803, 1318, 351, 484, 2078]",[],0,5,0.0,"[803, 1318, 351, 484, 2078]",5,0.5,"[3541, 6, 685, 705, 2130, 1461, 103, 133, 4313, 3974]",10,1.0,1.0,0.0
1832,[2977 1184 3671 3081 3359 3633  322  609 2319 1732],"[635, 332, 2877, 2108, 345, 2878, 430]",[],0,7,0.0,"[635, 332, 2877, 2108, 345, 2878, 430]",7,0.7,"[2977, 1184, 3671, 3081, 3359, 3633, 322, 609, 2319, 1732]",10,1.0,1.0,0.0
1762,[4365 2956 1753 1087 4298   88  511 2160 2332  873],"[3166, 1403, 1647, 1997, 1388, 2777, 3305]",[],0,7,0.0,"[3166, 1403, 1647, 1997, 1388, 2777, 3305]",7,0.7,"[4365, 2956, 1753, 1087, 4298, 88, 511, 2160, 2332, 873]",10,1.0,1.0,0.0
724,[ 804  432 1544 4456 3900 1528   27 2335 3685  473],"[1257, 2527, 969, 3212]",[],0,4,0.0,"[1257, 2527, 969, 3212]",4,0.4,"[804, 432, 1544, 4456, 3900, 1528, 27, 2335, 3685, 473]",10,1.0,1.0,0.0
796,[4007 2777  907 1696 3307 2739  149   62 4084 2481],"[348, 2135, 4148, 248, 1306]",[],0,5,0.0,"[348, 2135, 4148, 248, 1306]",5,0.5,"[4007, 2777, 907, 1696, 3307, 2739, 149, 62, 4084, 2481]",10,1.0,1.0,0.0
206,[1760 1857 2124 1403  395 2779 2058 4383  156 1274],"[930, 694, 1925, 2379, 786, 1019, 125, 728, 1418]",[],0,9,0.0,"[930, 694, 1925, 2379, 786, 1019, 125, 728, 1418]",9,0.9,"[1760, 1857, 2124, 1403, 395, 2779, 2058, 4383, 156, 1274]",10,1.0,1.0,0.0
1409,[1137 1303  493   26   79  601 3766 3326 4393 4397],"[333, 341, 1205, 830, 197, 281, 3539, 432]",[],0,8,0.0,"[333, 341, 1205, 830, 197, 281, 3539, 432]",8,0.8,"[1137, 1303, 493, 26, 79, 601, 3766, 3326, 4393, 4397]",10,1.0,1.0,0.0
1026,[4262 4317  692 3125  473  705 4364  864 2475 1936],"[682, 899, 681, 182]",[],0,4,0.0,"[682, 899, 681, 182]",4,0.4,"[4262, 4317, 692, 3125, 473, 705, 4364, 864, 2475, 1936]",10,1.0,1.0,0.0
969,[3099 3461 4048  445  437  815   32 2007 4313 3649],"[416, 2092, 188]",[],0,3,0.0,"[416, 2092, 188]",3,0.3,"[3099, 3461, 4048, 445, 437, 815, 32, 2007, 4313, 3649]",10,1.0,1.0,0.0
189,[2143  429  772 1604 1379  379 4091 3236 2587 4133],"[618, 2457, 2119, 315, 324, 775]",[],0,6,0.0,"[618, 2457, 2119, 315, 324, 775]",6,0.6,"[2143, 429, 772, 1604, 1379, 379, 4091, 3236, 2587, 4133]",10,1.0,1.0,0.0
216,[ 689  138 4156 1093  525 2590 2422 3003  113  906],"[210, 324, 279, 2063, 2641, 582]",[],0,6,0.0,"[210, 324, 279, 2063, 2641, 582]",6,0.6,"[689, 138, 4156, 1093, 525, 2590, 2422, 3003, 113, 906]",10,1.0,1.0,0.0
671,[2136 1496  198 1046  858 1208 3347 3444 2550  547],"[613, 1023, 2893, 878, 3663, 374, 2158, 1519, 1809, 890]",[],0,10,0.0,"[613, 1023, 2893, 878, 3663, 374, 2158, 1519, 1809, 890]",10,1.0,"[2136, 1496, 198, 1046, 858, 1208, 3347, 3444, 2550, 547]",10,1.0,1.0,0.0
1547,[1362  190 3517 2669   83  885 1772 2086 3139 3420],"[4082, 901, 3143, 2695]",[],0,4,0.0,"[4082, 901, 3143, 2695]",4,0.4,"[1362, 190, 3517, 2669, 83, 885, 1772, 2086, 3139, 3420]",10,1.0,1.0,0.0
1189,[ 440 2068  758  598  684 1003 3548 3513 3864 3243],"[2576, 116, 3021, 1161, 734, 319, 1306]",[],0,7,0.0,"[2576, 116, 3021, 1161, 734, 319, 1306]",7,0.7,"[440, 2068, 758, 598, 684, 1003, 3548, 3513, 3864, 3243]",10,1.0,1.0,0.0
1886,[1593  365 4014 1600 3611 2014 3925  452  120 2388],"[3950, 2208, 198, 955, 1937, 2210, 203]",[],0,7,0.0,"[3950, 2208, 198, 955, 1937, 2210, 203]",7,0.7,"[1593, 365, 4014, 1600, 3611, 2014, 3925, 452, 120, 2388]",10,1.0,1.0,0.0
1079,[ 364 3770  878 1356 4360 2523 2381  202 4485 2754],"[1909, 1019, 2845, 2502, 2755, 1089, 2284, 534, 1573]",[],0,9,0.0,"[1909, 1019, 2845, 2502, 2755, 1089, 2284, 534, 1573]",9,0.9,"[364, 3770, 878, 1356, 4360, 2523, 2381, 202, 4485, 2754]",10,1.0,1.0,0.0
511,[1405 4353  219  260 4303 2249 3955 2225 2765 1426],"[2448, 734, 383, 542, 544, 931, 2261]",[],0,7,0.0,"[2448, 734, 383, 542, 544, 931, 2261]",7,0.7,"[1405, 4353, 219, 260, 4303, 2249, 3955, 2225, 2765, 1426]",10,1.0,1.0,0.0
612,[2940 2855 1568 2032 1502 1392 1991 3792 1860 4487],"[560, 2649, 2555, 101, 1627]",[],0,5,0.0,"[560, 2649, 2555, 101, 1627]",5,0.5,"[2940, 2855, 1568, 2032, 1502, 1392, 1991, 3792, 1860, 4487]",10,1.0,1.0,0.0
636,[3887  524 1355 1405 1021  379   56  489   76 3906],"[175, 959, 672, 184]",[],0,4,0.0,"[175, 959, 672, 184]",4,0.4,"[3887, 524, 1355, 1405, 1021, 379, 56, 489, 76, 3906]",10,1.0,1.0,0.0
1390,[ 537   76 4426 2871 1265  279  632 4201 1301 2116],"[1186, 1520, 1995, 2832, 2460, 2546, 1801]",[],0,7,0.0,"[1186, 1520, 1995, 2832, 2460, 2546, 1801]",7,0.7,"[537, 76, 4426, 2871, 1265, 279, 632, 4201, 1301, 2116]",10,1.0,1.0,0.0
1757,[2963 3426 3972 1660 1822 4244 3391 4104 3029 3632],"[341, 384, 3223, 323, 803, 90, 2288, 2831, 249]",[],0,9,0.0,"[341, 384, 3223, 323, 803, 90, 2288, 2831, 249]",9,0.9,"[2963, 3426, 3972, 1660, 1822, 4244, 3391, 4104, 3029, 3632]",10,1.0,1.0,0.0
558,[3348  751 1998 4303 1587 3836 4403 1582 3124 2371],"[1504, 3774, 1507, 3776, 1138]",[],0,5,0.0,"[1504, 3774, 1507, 3776, 1138]",5,0.5,"[3348, 751, 1998, 4303, 1587, 3836, 4403, 1582, 3124, 2371]",10,1.0,1.0,0.0
787,[3768  787 2902  669  445 2696 3772 4404 3662  804],"[300, 1475, 681, 3539]",[],0,4,0.0,"[300, 1475, 681, 3539]",4,0.4,"[3768, 787, 2902, 669, 445, 2696, 3772, 4404, 3662, 804]",10,1.0,1.0,0.0
35,[1412 3729 3377  442  672 3245 1616 3039 3782 4265],"[823, 420, 826]",[],0,3,0.0,"[823, 420, 826]",3,0.3,"[1412, 3729, 3377, 442, 672, 3245, 1616, 3039, 3782, 4265]",10,1.0,1.0,0.0
610,[ 597  932   12 4479 2730 2657   54 2335  157 2448],"[2699, 1254, 3701, 336, 1638, 2401]",[],0,6,0.0,"[2699, 1254, 3701, 336, 1638, 2401]",6,0.6,"[597, 932, 12, 4479, 2730, 2657, 54, 2335, 157, 2448]",10,1.0,1.0,0.0
591,[3470  243 2550  185 4420 1768 2227 3870 3022 2981],"[939, 433, 544, 543]",[],0,4,0.0,"[939, 433, 544, 543]",4,0.4,"[3470, 243, 2550, 185, 4420, 1768, 2227, 3870, 3022, 2981]",10,1.0,1.0,0.0
1372,[ 250 2852 1397 3811  203  331 4292  703  333 1366],"[2356, 1702, 1481, 2580, 108, 617]",[],0,6,0.0,"[2356, 1702, 1481, 2580, 108, 617]",6,0.6,"[250, 2852, 1397, 3811, 203, 331, 4292, 703, 333, 1366]",10,1.0,1.0,0.0
1091,[3893  964 2440  323  953 1502 3745 4260 2379 3680],"[129, 1642, 4391, 4390, 1281, 2707, 4243, 3603]",[],0,8,0.0,"[129, 1642, 4391, 4390, 1281, 2707, 4243, 3603]",8,0.8,"[3893, 964, 2440, 323, 953, 1502, 3745, 4260, 2379, 3680]",10,1.0,1.0,0.0
747,[2412 4113 2861 1918 3982 2614 4386 2741 2555 1470],"[723, 736, 460, 4078, 204]",[],0,5,0.0,"[723, 736, 460, 4078, 204]",5,0.5,"[2412, 4113, 2861, 1918, 3982, 2614, 4386, 2741, 2555, 1470]",10,1.0,1.0,0.0
259,[1694 2402 1205 2738 3036 2444 1502  824 1574  486],"[281, 958]",[],0,2,0.0,"[281, 958]",2,0.2,"[1694, 2402, 1205, 2738, 3036, 2444, 1502, 824, 1574, 486]",10,1.0,1.0,0.0
1764,[ 152 1254  749 1196  974 3951 3849  833 2621 3628],"[717, 989, 633, 1996]",[],0,4,0.0,"[717, 989, 633, 1996]",4,0.4,"[152, 1254, 749, 1196, 974, 3951, 3849, 833, 2621, 3628]",10,1.0,1.0,0.0
165,[ 202 4102 1629 1599 3227 3685 3044 1237 1375 4255],"[2211, 1103, 2207, 610, 2214]",[],0,5,0.0,"[2211, 1103, 2207, 610, 2214]",5,0.5,"[202, 4102, 1629, 1599, 3227, 3685, 3044, 1237, 1375, 4255]",10,1.0,1.0,0.0
1080,[2524 2224 2252 4265 2721 3864 3148  393 3510 2092],"[82, 976, 570, 828, 87, 2918]",[],0,6,0.0,"[82, 976, 570, 828, 87, 2918]",6,0.6,"[2524, 2224, 2252, 4265, 2721, 3864, 3148, 393, 3510, 2092]",10,1.0,1.0,0.0
309,[3698  472 2247   85 2899 1454 1195 2225 2812 3418],"[2694, 202, 672, 3078, 1345]",[],0,5,0.0,"[2694, 202, 672, 3078, 1345]",5,0.5,"[3698, 472, 2247, 85, 2899, 1454, 1195, 2225, 2812, 3418]",10,1.0,1.0,0.0
910,[4177 3758  418  827 4460  712 2061 2745 1560 3625],"[41, 2674, 3334]",[],0,3,0.0,"[41, 2674, 3334]",3,0.3,"[4177, 3758, 418, 827, 4460, 712, 2061, 2745, 1560, 3625]",10,1.0,1.0,0.0
1292,[2224  149 2143 3567 1238 3255 1169 3918 3092 4434],"[2946, 2592, 3260, 1002, 1702, 2864, 995]",[],0,7,0.0,"[2946, 2592, 3260, 1002, 1702, 2864, 995]",7,0.7,"[2224, 149, 2143, 3567, 1238, 3255, 1169, 3918, 3092, 4434]",10,1.0,1.0,0.0
1810,[ 707 3092 3321  327 1854  222 1545 2596 4078  507],"[419, 1690, 388]",[],0,3,0.0,"[419, 1690, 388]",3,0.3,"[707, 3092, 3321, 327, 1854, 222, 1545, 2596, 4078, 507]",10,1.0,1.0,0.0
1190,[4432 4055 2048 3345 2242 3788 2124 1873  318 2982],"[612, 2125, 1778, 1809, 1481, 86, 582, 573, 1582, 4432]",[4432],1,10,0.1,"[612, 2125, 1778, 1809, 1481, 86, 582, 573, 1582]",9,0.9,"[4055, 2048, 3345, 2242, 3788, 2124, 1873, 318, 2982]",9,0.9,0.9,0.1
286,[2921  749 4357 3831 3072 4137 2637 3555 1021  700],"[101, 1117, 3000, 3001, 856, 701, 141, 3004, 649]",[],0,9,0.0,"[101, 1117, 3000, 3001, 856, 701, 141, 3004, 649]",9,0.9,"[2921, 749, 4357, 3831, 3072, 4137, 2637, 3555, 1021, 700]",10,1.0,1.0,0.0
504,[1448  199 3750 3900  709 3286  880 2367  774 4344],"[658, 38, 1864, 1111, 717]",[],0,5,0.0,"[658, 38, 1864, 1111, 717]",5,0.5,"[1448, 199, 3750, 3900, 709, 3286, 880, 2367, 774, 4344]",10,1.0,1.0,0.0
1056,[1667   28  900  728  298 2097 1395 4248 2909 4116],"[319, 1682, 863, 3159]",[],0,4,0.0,"[319, 1682, 863, 3159]",4,0.4,"[1667, 28, 900, 728, 298, 2097, 1395, 4248, 2909, 4116]",10,1.0,1.0,0.0
1464,[ 775    5 3508 2207 1925 1780 2719 2154 2415  453],"[207, 532, 726, 734, 1227, 4437, 4308, 1143, 3363, 109]",[],0,10,0.0,"[207, 532, 726, 734, 1227, 4437, 4308, 1143, 3363, 109]",10,1.0,"[775, 5, 3508, 2207, 1925, 1780, 2719, 2154, 2415, 453]",10,1.0,1.0,0.0
932,[ 882  666 1324 3374 1845 3306 1015  229 3538 2474],"[401, 400]",[],0,2,0.0,"[401, 400]",2,0.2,"[882, 666, 1324, 3374, 1845, 3306, 1015, 229, 3538, 2474]",10,1.0,1.0,0.0
1354,[2855 2311 2249  544 2757 4245 3159 3039 3804   54],"[3493, 2035, 2034, 1136]",[],0,4,0.0,"[3493, 2035, 2034, 1136]",4,0.4,"[2855, 2311, 2249, 544, 2757, 4245, 3159, 3039, 3804, 54]",10,1.0,1.0,0.0
1200,[ 780    5 2953 1458 2123 2439 1156 1048 2693  764],"[1934, 2334, 2075, 3616, 790, 3210, 900, 4434, 1231]",[],0,9,0.0,"[1934, 2334, 2075, 3616, 790, 3210, 900, 4434, 1231]",9,0.9,"[780, 5, 2953, 1458, 2123, 2439, 1156, 1048, 2693, 764]",10,1.0,1.0,0.0
1008,[3750 2634   42  274 1254 3713   40 1471  707 4179],"[717, 38, 57, 426, 1988, 1152, 443, 332, 2704]",[],0,9,0.0,"[717, 38, 57, 426, 1988, 1152, 443, 332, 2704]",9,0.9,"[3750, 2634, 42, 274, 1254, 3713, 40, 1471, 707, 4179]",10,1.0,1.0,0.0
1326,[4383  311 2035 3677 4154  632 2300 1199 4103 2950],"[271, 281, 318, 2199, 3845, 3888]",[],0,6,0.0,"[271, 281, 318, 2199, 3845, 3888]",6,0.6,"[4383, 311, 2035, 3677, 4154, 632, 2300, 1199, 4103, 2950]",10,1.0,1.0,0.0
1821,[2606 4026   60 2663 1281 3029  569 3782 3972 2412],"[589, 958, 420, 345, 184]",[],0,5,0.0,"[589, 958, 420, 345, 184]",5,0.5,"[2606, 4026, 60, 2663, 1281, 3029, 569, 3782, 3972, 2412]",10,1.0,1.0,0.0
1716,[ 830 2956 1396 1992 2661 2014 2352 1967 3968  957],"[3898, 1388, 3985, 308, 210, 3764]",[],0,6,0.0,"[3898, 1388, 3985, 308, 210, 3764]",6,0.6,"[830, 2956, 1396, 1992, 2661, 2014, 2352, 1967, 3968, 957]",10,1.0,1.0,0.0
1427,[3066 1147 3870  936 3913  501 3387 1184 1399  364],"[544, 1071, 4141, 126, 4327, 1722, 1921, 529, 2977]",[],0,9,0.0,"[544, 1071, 4141, 126, 4327, 1722, 1921, 529, 2977]",9,0.9,"[3066, 1147, 3870, 936, 3913, 501, 3387, 1184, 1399, 364]",10,1.0,1.0,0.0
1197,[3578  482 2345 3540  620  614  609 2097  697 2056],"[543, 1193, 2283, 690, 2371]",[],0,5,0.0,"[543, 1193, 2283, 690, 2371]",5,0.5,"[3578, 482, 2345, 3540, 620, 614, 609, 2097, 697, 2056]",10,1.0,1.0,0.0
522,[3780 4335 3887 1222 3447 4485 2328  571 3043 1046],"[248, 2088, 3681, 931, 635, 2732]",[],0,6,0.0,"[248, 2088, 3681, 931, 635, 2732]",6,0.6,"[3780, 4335, 3887, 1222, 3447, 4485, 2328, 571, 3043, 1046]",10,1.0,1.0,0.0
1713,[ 104  269 3763 1999 3840 3396 1276 1497  288 3315],"[1101, 426, 200, 582, 341]",[],0,5,0.0,"[1101, 426, 200, 582, 341]",5,0.5,"[104, 269, 3763, 1999, 3840, 3396, 1276, 1497, 288, 3315]",10,1.0,1.0,0.0
1502,[3261 1126 2023 3904 1676 1367  931  249 1510 3051],"[1693, 1725, 1188, 1092, 591, 1722]",[],0,6,0.0,"[1693, 1725, 1188, 1092, 591, 1722]",6,0.6,"[3261, 1126, 2023, 3904, 1676, 1367, 931, 249, 1510, 3051]",10,1.0,1.0,0.0
304,[ 364 3578 3439 2842 2693 1887  406 3347 3600 2870],"[295, 337, 2199, 587, 285]",[],0,5,0.0,"[295, 337, 2199, 587, 285]",5,0.5,"[364, 3578, 3439, 2842, 2693, 1887, 406, 3347, 3600, 2870]",10,1.0,1.0,0.0
480,[2237 1246 1583 2337 2355 4193 2824 4385 4183 4091],"[734, 1320, 2022, 1065, 45, 1803, 3596, 1747]",[],0,8,0.0,"[734, 1320, 2022, 1065, 45, 1803, 3596, 1747]",8,0.8,"[2237, 1246, 1583, 2337, 2355, 4193, 2824, 4385, 4183, 4091]",10,1.0,1.0,0.0
1498,[4059 3836 4209 3733 1083 4111  349 3854 2028  255],"[1617, 394, 2628, 893]",[],0,4,0.0,"[1617, 394, 2628, 893]",4,0.4,"[4059, 3836, 4209, 3733, 1083, 4111, 349, 3854, 2028, 255]",10,1.0,1.0,0.0
588,[4266   26 4195 3046 1358 3531  560 1090 2881 3591],"[337, 2933, 98]",[],0,3,0.0,"[337, 2933, 98]",3,0.3,"[4266, 26, 4195, 3046, 1358, 3531, 560, 1090, 2881, 3591]",10,1.0,1.0,0.0
241,[ 732  196 1574 3065 3541 2352 3411   14 3159 2547],"[2085, 1104, 492]",[],0,3,0.0,"[2085, 1104, 492]",3,0.3,"[732, 196, 1574, 3065, 3541, 2352, 3411, 14, 3159, 2547]",10,1.0,1.0,0.0
1247,[3164 1605 2941 3464 4462 1397 1087  792 4479 1172],"[128, 4310, 116, 549, 369, 543, 826, 1302, 1902, 261, 1609, 936, 1494]",[],0,13,0.0,"[128, 4310, 116, 549, 369, 543, 826, 1302, 1902, 261, 1609, 936, 1494]",13,1.3,"[3164, 1605, 2941, 3464, 4462, 1397, 1087, 792, 4479, 1172]",10,1.0,1.0,0.0
192,[ 208 3776 3894  482 3672  149 1144 1753 3341 2929],"[2494, 2499]",[],0,2,0.0,"[2494, 2499]",2,0.2,"[208, 3776, 3894, 482, 3672, 149, 1144, 1753, 3341, 2929]",10,1.0,1.0,0.0
360,[ 274 4338 1117  298  571 1119  736 2506 1880 3599],"[446, 542]",[],0,2,0.0,"[446, 542]",2,0.2,"[274, 4338, 1117, 298, 571, 1119, 736, 2506, 1880, 3599]",10,1.0,1.0,0.0
1704,[ 735 2238 1634  199 2609 1959 2707 2595  498 2927],"[374, 1520, 2161, 346, 1779, 4104]",[],0,6,0.0,"[374, 1520, 2161, 346, 1779, 4104]",6,0.6,"[735, 2238, 1634, 199, 2609, 1959, 2707, 2595, 498, 2927]",10,1.0,1.0,0.0
1521,[2384 2963 3232 3039 4102  955 3995 1493 2854 4375],"[2342, 624, 191, 684, 731, 798, 436]",[],0,7,0.0,"[2342, 624, 191, 684, 731, 798, 436]",7,0.7,"[2384, 2963, 3232, 3039, 4102, 955, 3995, 1493, 2854, 4375]",10,1.0,1.0,0.0
